Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
28.07.12;11:42;Bern - Marktgasse;34710;5752;CREA D'OR ASSORT. DELUXE;1.000;0.00;7.70
28.07.12;11:42;Bern - Marktgasse;34710;5752;M-BUDGET JERSEY_90/190 -;1.000;0.00;8.90
28.07.12;11:42;Bern - Marktgasse;34710;5752;WINDRAD, ROT MIT CH-KREUZ;1.000;0.00;2.90
28.07.12;11:42;Bern - Marktgasse;34710;5752;LIL KIDS ZB 0-6 2ER;1.000;0.00;1.30
28.07.12;11:42;Bern - Marktgasse;34710;5752;WEINKUEHLER - 1.AUGUSTWOC;1.000;0.00;9.50
28.07.12;11:42;Bern - Marktgasse;34710;5752;GRANDE CAFFE MACCHIATO;1.000;0.00;1.40
28.07.12;11:42;Bern - Marktgasse;34710;5752;LIL KIDS ZB 0-6 1ER;1.000;0.00;1.70
28.07.12;11:42;Bern - Marktgasse;34710;5752;M-BUDGET JERSEY_90/190 -;1.000;0.00;8.90
28.07.12;11:42;Bern - Marktgasse;34710;5752;BIO SCHW.ALPENKRAU. 26BTL;1.000;0.00;2.70
28.07.12;11:42;Bern - Marktgasse;34710;5752;ORANGENBLUETENTEE 50BTL;1.000;0.00;2.80
28.07.12;11:42;Bern - Marktgasse;34710;5752;CAN PH-CONTROL DOSE KAZO;1.000;0.00;4.90
27.07.12;15:23;Bern - Marktgasse;34710;1103;NIVEA INTENSE REPAIR SHAM;1.000;0.00;3.95
27.07.12;15:23;Bern - Marktgasse;34710;1103;NIVEA INTENSE REPAIR SPUE;1.000;0.00;3.55
27.07.12;15:23;Bern - Marktgasse;34710;1103;VOLLKORN-LANDBROT    400G;1.000;0.00;2.90
27.07.12;15:23;Bern - Marktgasse;34710;1103;GIL VENUS KLINGEN;1.000;0.00;13.40
27.07.12;15:23;Bern - Marktgasse;34710;1103;TRAD ASSORTIMENT 108G;1.000;0.00;3.30
27.07.12;15:23;Bern - Marktgasse;34710;1103;BIO MILCH UHT FLASCHE 1L;1.000;0.00;1.80
25.07.12;8:21;Bern - Bubenberg;34440;1324;M-CLAS SALAD SHAKER  120G;1.000;0.00;2.90
25.07.12;8:21;Bern - Bubenberg;34440;1324;HEI BIRCHERM. BEEREN 200G;1.000;0.00;1.80
25.07.12;8:21;Bern - Bubenberg;34440;1324;SANDWICH QUADRATI     80G;1.000;0.00;1.00
25.07.12;19:12;Bern - Bahnhof;34530;4872;ACTILENS ALL-IN-ONE HARD;1.000;0.00;10.90
25.07.12;19:12;Bern - Bahnhof;34530;4872;MOZZARELLINE ALFREDO 20X8;2.000;0.00;4.90
25.07.12;19:12;Bern - Bahnhof;34530;4872;AL FEZ BABA GANOUSH;1.000;0.00;4.90
24.07.12;8:15;Bern - Fischermätteli;37306;7119;MICAMU 155G BOX;1.000;0.00;2.90
24.07.12;8:15;Bern - Fischermätteli;37306;7119;BIO ROGGENSAUERTEIGBROT;1.000;0.00;3.20
24.07.12;8:15;Bern - Fischermätteli;37306;7119;APF.GOLDEN TP     LOSE;0.500;0.00;1.35
24.07.12;8:15;Bern - Fischermätteli;37306;7119;NISSIN SOBA CLASSIC BTL;1.000;0.00;1.80
23.07.12;9:11;Bern - Fischermätteli;37306;311;SE CAPRICE DES DIEUX 300G;1.000;0.00;4.55
23.07.12;9:11;Bern - Fischermätteli;37306;311;FARMER CROC NAT.OZ 500G;1.000;0.00;4.80
23.07.12;9:11;Bern - Fischermätteli;37306;311;BIFIDUS JOG.DRINK MOKKA;1.000;0.00;1.95
23.07.12;9:11;Bern - Fischermätteli;37306;311;TS KRUSTENKRANZ      300G;1.000;0.30;1.70
23.07.12;9:11;Bern - Fischermätteli;37306;311;TRAD SPITZBUBEN 200G;1.000;0.00;2.90
23.07.12;17:30;Bern - Fischermätteli;37306;481;BIO MH BANANEN    AB H.;0.906;0.00;2.90
23.07.12;17:30;Bern - Fischermätteli;37306;481;GURKEN TP         ST S.;1.000;0.00;1.60
23.07.12;17:30;Bern - Fischermätteli;37306;481;BIO APRIKOSEN 200G;1.000;0.00;2.90
23.07.12;17:30;Bern - Fischermätteli;37306;481;BO AELPLERBROT       380G;1.000;0.00;2.30
23.07.12;17:30;Bern - Fischermätteli;37306;481;RISPENTOMATEN     LOSE;0.833;0.00;3.00
23.07.12;17:30;Bern - Fischermätteli;37306;481;PAP COUVERT C5 OF HK 30ST;1.000;0.00;3.20
23.07.12;17:30;Bern - Fischermätteli;37306;481;TR ADR M-DRINK PAST 1L;1.000;0.00;1.40
23.07.12;17:30;Bern - Fischermätteli;37306;481;KOPFSALAT TP      BT S.;1.000;0.00;1.60
23.07.12;17:30;Bern - Fischermätteli;37306;481;HEINZ TOM KETCHUP 700G;1.000;0.70;2.70
23.07.12;17:30;Bern - Fischermätteli;37306;481;LIL AEPFEL        TT 1.5;1.000;0.00;5.30
21.07.12;12:50;Bern - Christoffel;33115;7019;Wähen salzig;1.000;0.00;4.00
21.07.12;12:50;Bern - Christoffel;33115;7019;Buffet salades;1.000;1.73;5.17
21.07.12;12:50;Bern - Christoffel;33115;7019;BO SEMMELI MEHRKORN   50G;2.000;0.00;1.20
21.07.12;12:50;Bern - Christoffel;33115;7019;BLEVITA SESAM UNO 38G;1.000;0.00;0.90
21.07.12;12:50;Bern - Christoffel;33115;7019;Rundungsvorteil;-1.000;0.00;-0.02
18.07.12;13:42;Köniz - Bläuacker;34240;7514;DOSE CLICK UND LOCK 0.5 L;1.000;0.00;5.50
18.07.12;13:42;Köniz - Bläuacker;34240;7514;FRISCHHALTEDOSE BLAU;1.000;0.00;4.80
18.07.12;13:42;Köniz - Bläuacker;34240;7514;LASSI MANGO 500ML;1.000;0.00;2.70
18.07.12;13:42;Köniz - Bläuacker;34240;7514;HIMBEEREN         AB 250G;1.000;1.00;3.95
18.07.12;13:42;Köniz - Bläuacker;34240;7514;KOPFSALAT ROT     BT S.;1.000;0.00;1.90
18.07.12;13:42;Köniz - Bläuacker;34240;7514;GRANDE CAFFE ZERO;1.000;0.00;1.40
18.07.12;13:42;Köniz - Bläuacker;34240;7514;ZUCKERMAIS        AB H.;0.590;1.35;2.30
18.07.12;13:42;Köniz - Bläuacker;34240;7514;M-CLAS MAKRELENFILET 95G;1.000;0.00;1.50
18.07.12;13:42;Köniz - Bläuacker;34240;7514;MOZZARELLA ALFREDO 150G;2.000;0.60;2.30
18.07.12;13:42;Köniz - Bläuacker;34240;7514;GEMUESEHOBEL;1.000;0.00;7.50
18.07.12;13:42;Köniz - Bläuacker;34240;7514;AB BLUTORANGENSAFT   75CL;1.000;0.00;3.10
18.07.12;13:42;Köniz - Bläuacker;34240;7514;GRUYERE MILD         250G;0.272;0.00;4.35
18.07.12;12:07;Köniz - Bläuacker;35700;9721;Offenausschank 3dl;1.000;0.00;2.70
