Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
27.06.12;14:52;Bern - Eigerplatz;33640;329;CO VEGETARI. NUGGETS 225G;1.000;0.00;3.90
27.06.12;14:52;Bern - Eigerplatz;33640;329;M-CLAS COTTAGE CHEESE NAT;1.000;0.00;1.40
27.06.12;14:52;Bern - Eigerplatz;33640;329;BIO MH BANANEN    AB H.;0.854;0.70;2.05
27.06.12;14:52;Bern - Eigerplatz;33640;329;BO SEMMELI MEHRKORN   50G;1.000;0.00;0.60
27.06.12;14:52;Bern - Eigerplatz;33640;329;KOPFSALAT TP      BT S.;1.000;0.40;1.00
27.06.12;14:52;Bern - Eigerplatz;33640;329;BO SEMMELI LANG HELL  50G;1.000;0.00;0.55
24.06.12;17:05;Bern - Christoffel;33115;6231;ZUCKERMAIS        AB H.;0.490;0.80;2.55
24.06.12;17:05;Bern - Christoffel;33115;6231;ZITRO.UNBEHANDELT ST S.;1.000;0.00;0.60
24.06.12;17:05;Bern - Christoffel;33115;6231;BIO GURKEN        ST S.;1.000;1.00;1.70
24.06.12;17:05;Bern - Christoffel;33115;6231;BO KORN-FIT BROT     400G;1.000;0.00;2.90
24.06.12;17:05;Bern - Christoffel;33115;6231;HEI M-DRINK HOCHPAST   1L;1.000;0.00;1.65
23.06.12;13:50;Bern - Eigerplatz;33640;8280;EISBERGSALAT TP    BT S.;1.000;0.00;1.40
23.06.12;13:50;Bern - Eigerplatz;33640;8280;GRUYERE SURCHOIX 250G;0.250;1.00;3.75
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BIO KART.FESTK.   AB 1KG;1.000;0.00;2.90
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BIO AHA SOJ TOFU 250G;1.000;0.00;3.25
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BOHNEN TP         AB 500G;1.000;0.00;2.70
23.06.12;13:50;Bern - Eigerplatz;33640;8280;REDDY BIRCHERM. FIT 700G;1.000;0.00;5.20
23.06.12;13:50;Bern - Eigerplatz;33640;8280;HIPP BIRCHER-MUESLI BIO 1;1.000;0.00;2.15
23.06.12;13:50;Bern - Eigerplatz;33640;8280;APROZ MEDIUM 50CL PET;1.000;0.00;0.60
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BIO JOGHURT NATURE 500G;1.000;0.00;1.35
23.06.12;13:50;Bern - Eigerplatz;33640;8280;SUESSKART.        LOSE;0.747;0.00;2.95
23.06.12;13:50;Bern - Eigerplatz;33640;8280;THAIK ROTE CURRY PASTE;1.000;0.00;4.30
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BO BUTTERWEGGLI       65G;1.000;0.00;0.60
23.06.12;13:50;Bern - Eigerplatz;33640;8280;THAIK KOKOS-MILCH 250ML;1.000;0.00;2.60
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BUNTBALL LIZENZ 230MM;1.000;0.00;5.90
23.06.12;13:50;Bern - Eigerplatz;33640;8280;APF.JAZZ I        LOSE;0.829;2.50;2.90
23.06.12;13:50;Bern - Eigerplatz;33640;8280;BIO PUMPERNICKEL     250G;1.000;0.40;1.40
23.06.12;13:50;Bern - Eigerplatz;33640;8280;M-CLAS PENNE 500G;1.000;0.00;1.50
23.06.12;14:06;Bern - Eigerplatz;33640;8132;ASIA MISCHUNG 600G BTL;0.000;0.00;0.00
23.06.12;14:06;Bern - Eigerplatz;33640;8132;MINI BABYBEL        6X25G;1.000;0.00;2.85
23.06.12;14:06;Bern - Eigerplatz;33640;8132;BO SEMMELI MEHRKORN   50G;2.000;0.00;1.20
23.06.12;14:06;Bern - Eigerplatz;33640;8132;GRANDE CAFFE MACCHIATO;1.000;0.00;1.40
20.06.12;13:02;Bern - Zähringer;34360;9372;BACKPULVER 4X15G BTL;1.000;0.00;1.00
20.06.12;13:02;Bern - Zähringer;34360;9372;FISCHSPIESS XXL;0.190;0.00;9.10
20.06.12;13:02;Bern - Zähringer;34360;9372;EICHBLATTS.ROT    ST S.;1.000;0.00;1.40
20.06.12;13:02;Bern - Zähringer;34360;9372;BRANCHE MINI BTL;1.000;0.00;3.50
20.06.12;13:02;Bern - Zähringer;34360;9372;THUNFISCH MARINIERT;0.168;0.00;8.40
20.06.12;13:02;Bern - Zähringer;34360;9372;KART.FESTKOCHEND  AB 1KG;2.000;0.00;4.80
20.06.12;13:02;Bern - Zähringer;34360;9372;EIER CH FL 63G+ 4ER;1.000;0.00;2.65
20.06.12;13:02;Bern - Zähringer;34360;9372;CO VEGI PLAETZLI MED 180G;1.000;0.00;3.60
20.06.12;13:02;Bern - Zähringer;34360;9372;M-CLAS CREMANT 100G;2.000;0.00;1.80
20.06.12;13:02;Bern - Zähringer;34360;9372;AVOCADOS          ST S.;1.000;0.00;1.60
20.06.12;13:02;Bern - Zähringer;34360;9372;MAX HAV EXOTIC 1L;1.000;0.00;2.20
20.06.12;13:02;Bern - Zähringer;34360;9372;GURKEN NOSTRANI   LOSE;0.298;0.00;1.55
20.06.12;13:02;Bern - Zähringer;34360;9372;TARTARE GURKEN SAUCE;1.000;0.00;2.40
19.06.12;9:34;Bern - Fischermätteli;37306;2596;ACTI VOLLK.REISWAF.JOGH.;1.000;0.00;1.65
19.06.12;9:34;Bern - Fischermätteli;37306;2596;LEG BUTTERMILCH HIMBEERE;1.000;0.00;0.80
19.06.12;9:34;Bern - Fischermätteli;37306;2596;BIO APF.GALA I    FT H.;0.729;0.00;4.30
19.06.12;9:34;Bern - Fischermätteli;37306;2596;AB CHICKEN SANDWICH  225G;1.000;0.80;3.10
16.06.12;17:45;Bern - Christoffel;33115;2333;APROZ CLASSIC CO2 1L;1.000;0.00;0.70
16.06.12;17:45;Bern - Christoffel;33115;2333;Sandwich gourmet;1.000;1.98;5.92
16.06.12;17:45;Bern - Christoffel;33115;2333;Wähen salzig;2.000;0.00;8.00
16.06.12;17:45;Bern - Christoffel;33115;2333;GALA KRAEUTER SCHALE;1.000;0.00;2.95
16.06.12;17:45;Bern - Christoffel;33115;2333;BO TS KRUSTENKRANZ   300G;1.000;0.30;1.70
16.06.12;17:45;Bern - Christoffel;33115;2333;Sandwich parisien;1.000;1.73;5.17
16.06.12;17:45;Bern - Christoffel;33115;2333;KIRSCHEN          AB 500G;1.000;1.95;3.95
16.06.12;17:45;Bern - Christoffel;33115;2333;Rundungsvorteil;-1.000;0.00;-0.04
16.06.12;14:21;Bern - Eigerplatz;33640;5385;SALSA ALL'ITALIANA NAPOLI;1.000;0.00;1.60
16.06.12;14:21;Bern - Eigerplatz;33640;5385;SCHWA.OLIV.SPA.ENTST.150G;1.000;0.00;2.40
16.06.12;14:21;Bern - Eigerplatz;33640;5385;BIO KART.FESTK.   AB 1KG;1.000;0.00;2.90
16.06.12;14:21;Bern - Eigerplatz;33640;5385;M-CLAS COTTAGE CHEESE NAT;1.000;0.00;1.40
16.06.12;14:21;Bern - Eigerplatz;33640;5385;BIO VOLLREIS NATURA 1KG;1.000;0.00;2.35
16.06.12;14:21;Bern - Eigerplatz;33640;5385;BIO MH BANANEN    AB H.;0.641;0.00;2.05
16.06.12;14:21;Bern - Eigerplatz;33640;5385;MICROC ROGGEN 110G;1.000;0.00;1.50
16.06.12;14:21;Bern - Eigerplatz;33640;5385;TRINKBECHER 6ER SET COLOR;1.000;0.00;3.90
16.06.12;14:21;Bern - Eigerplatz;33640;5385;CHAMP.WEISS GROSS LOSE;0.225;0.00;2.70
16.06.12;14:21;Bern - Eigerplatz;33640;5385;WASSERMELONE MINI ST S.;1.000;2.00;4.40
16.06.12;14:21;Bern - Eigerplatz;33640;5385;EIER CH FL 53G+ 6ER;1.000;0.00;3.50
16.06.12;14:21;Bern - Eigerplatz;33640;5385;TELLER FLACH 6ER SET COLO;1.000;0.00;4.90
16.06.12;14:21;Bern - Eigerplatz;33640;5385;VANILLIN ZUCKER 4X13G BTL;1.000;0.00;1.20
16.06.12;14:21;Bern - Eigerplatz;33640;5385;DIE BUTTER 250G;1.000;0.00;3.00
16.06.12;14:21;Bern - Eigerplatz;33640;5385;MOZZARELLA ALFREDO STANGE;1.000;0.00;2.95
16.06.12;14:21;Bern - Eigerplatz;33640;5385;BACKSCHOKOL. WUERFEL 160G;1.000;0.00;2.60
14.06.12;15:42;Bern - Marktgasse;34710;2765;APF.GALA I        FT H.;0.790;0.00;2.45
14.06.12;15:42;Bern - Marktgasse;34710;2765;SE REIBKAESE EMMEN.+GRUY.;1.000;0.00;3.65
14.06.12;15:42;Bern - Marktgasse;34710;2765;SALSA ALL'ITALIANA NAPOLI;1.000;0.00;1.60
14.06.12;15:42;Bern - Marktgasse;34710;2765;HEI BERG BUENDNERFL. MINI;0.068;1.15;4.55
14.06.12;15:42;Bern - Marktgasse;34710;2765;ZUCCHETTI         LOSE;0.227;0.00;1.25
14.06.12;15:42;Bern - Marktgasse;34710;2765;BIO MH BANANEN    AB H.;0.656;0.00;2.10
14.06.12;15:42;Bern - Marktgasse;34710;2765;M-CLAS TOMATENPUREE TB;1.000;0.00;0.85
14.06.12;15:42;Bern - Marktgasse;34710;2765;BALLONE SMILE 16 STUECK;1.000;0.00;5.40
14.06.12;15:42;Bern - Marktgasse;34710;2765;SE MOZZARELLA ALFRED TRIO;1.000;0.00;3.00
14.06.12;15:42;Bern - Marktgasse;34710;2765;TS M-DRINK UHT;1.000;0.00;1.60
14.06.12;15:42;Bern - Marktgasse;34710;2765;ZUCKERMAIS        AB H.;0.949;2.75;3.70
14.06.12;15:42;Bern - Marktgasse;34710;2765;CHAMP.WEISS GROSS LOSE;0.271;0.00;3.25
14.06.12;15:42;Bern - Marktgasse;34710;2765;TS WEISSMEHL 10X1KG //;1.000;0.00;1.80
14.06.12;15:42;Bern - Marktgasse;34710;2765;BIO JOGHURT NATURE 500G;1.000;0.00;1.35
14.06.12;15:42;Bern - Marktgasse;34710;2765;INSTANT HEFE GETROCK.3X7G;1.000;0.00;1.00
14.06.12;15:42;Bern - Marktgasse;34710;2765;SUESSKART.        LOSE;0.418;0.00;1.65
14.06.12;15:42;Bern - Marktgasse;34710;2765;CRAYOLA MEINE 1. FILZST.;1.000;0.00;5.90
14.06.12;15:42;Bern - Marktgasse;34710;2765;RISPENTOMATEN     LOSE;0.813;1.30;2.60
14.06.12;15:42;Bern - Marktgasse;34710;2765;EIER CH FL 53G+ 6ER;1.000;0.00;3.50
14.06.12;15:42;Bern - Marktgasse;34710;2765;MILETTE NATURALS MAXI 40S;1.000;8.00;7.95
14.06.12;15:42;Bern - Marktgasse;34710;2765;HB RUSTICA GIPFEL     50G;1.000;0.00;0.85
14.06.12;15:42;Bern - Marktgasse;34710;2765;MB MOZZARELLA 400G;1.000;0.00;2.50
14.06.12;15:42;Bern - Marktgasse;34710;2765;PC RUSTICOBROT       400G;1.000;0.00;3.80
14.06.12;15:42;Bern - Marktgasse;34710;2765;ZWIEBELN          LOSE;1.018;0.00;2.85
14.06.12;15:42;Bern - Marktgasse;34710;2765;KOMBUCHA QUITTE 50CL;1.000;0.00;1.70
14.06.12;15:42;Bern - Marktgasse;34710;2765;GEHACKTE TOMATEN 280G DS;1.000;0.00;0.90
14.06.12;15:42;Bern - Marktgasse;34710;2765;BLUEBERRY MUFFIN GEFUELLT;1.000;0.00;1.80
14.06.12;15:42;Bern - Marktgasse;34710;2765;Skechers Herren_043,marin;1.000;0.00;69.00
14.06.12;15:42;Bern - Marktgasse;34710;2765;SERVIETTEN HAPPY BIRTHDAY;1.000;0.00;3.50
14.06.12;15:42;Bern - Marktgasse;34710;2765;BEL ZEICHENBLOCK A3;1.000;0.00;4.75
14.06.12;15:42;Bern - Marktgasse;34710;2765;PEPERONI GEMISCHT AB 500G;1.000;0.00;3.30
14.06.12;15:42;Bern - Marktgasse;34710;2765;M-BUDGET SPARSCHAELER U-G;1.000;0.00;1.80
14.06.12;15:42;Bern - Marktgasse;34710;2765;BIO REDDY NATURE PLUS;1.000;1.50;4.50
14.06.12;15:42;Bern - Marktgasse;34710;2765;HEI BERG GRUYERE 250G;0.249;1.00;4.35
14.06.12;15:42;Bern - Marktgasse;34710;2765;EICHBLATTSALAT    BT S.;1.000;0.80;1.10
14.06.12;15:42;Bern - Marktgasse;34710;2765;MIGROS PLUS COLORWASCHMIT;1.000;0.00;11.50
14.06.12;15:42;Bern - Marktgasse;34710;2765;TRINKBECHER WALD/FISCH;1.000;0.00;3.50
14.06.12;17:13;Bern - Fischermätteli;37306;8326;HANDYMATIC REGENERIERSALZ;1.000;0.00;0.90
14.06.12;17:13;Bern - Fischermätteli;37306;8326;MEL.CHARENTAIS    ST S.;1.000;1.00;2.60
14.06.12;17:13;Bern - Fischermätteli;37306;8326;TRAD CEREALINO 270G;1.000;0.00;3.40
14.06.12;17:13;Bern - Fischermätteli;37306;8326;M-CLAS JOGH CHOCOLAT 180G;4.000;0.00;2.20
14.06.12;17:13;Bern - Fischermätteli;37306;8326;BIO CORNFLAKES 300G BTL;1.000;0.00;1.65
