Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
05.09.12;17:20;Bern - Eigerplatz;33640;8123;PFIR.GELBFLEISCH. LOSE;0.435;0.00;1.00
05.09.12;17:20;Bern - Eigerplatz;33640;8123;M-CLAS COTTAGE CHEESE NAT;1.000;0.00;1.40
05.09.12;17:20;Bern - Eigerplatz;33640;8123;BIO BOHNEN        AB 500G;1.000;0.00;4.90
05.09.12;17:20;Bern - Eigerplatz;33640;8123;ADR AA URDINKELBROT  450G;1.000;0.00;3.80
05.09.12;17:20;Bern - Eigerplatz;33640;8123;BIO MILCH PAST FLASCHE 1L;1.000;0.00;1.80
05.09.12;12:32;Köniz - Bläuacker;35700;603;1/4 poulet roti;1.000;0.00;12.80
05.09.12;12:32;Köniz - Bläuacker;35700;603;Eistee hausgemacht 3dl;1.000;0.00;3.00
05.09.12;12:32;Köniz - Bläuacker;35700;603;Menu iii;0.000;0.00;0.00
04.09.12;18:09;Bern - Bubenberg;34440;7162;HUUSBROT             300G;1.000;0.00;1.80
04.09.12;18:09;Bern - Bubenberg;34440;7162;ZUCCHETTI         LOSE;0.239;0.00;0.55
04.09.12;18:09;Bern - Bubenberg;34440;7162;AUBERGINEN        LOSE;0.240;0.00;1.25
04.09.12;18:09;Bern - Bubenberg;34440;7162;GRAPEFR.ROSAFL.   LOSE;0.357;0.00;1.00
04.09.12;18:09;Bern - Bubenberg;34440;7162;RISPENTOMATEN     LOSE;0.500;0.00;2.20
04.09.12;18:09;Bern - Bubenberg;34440;7162;BIO MILCH UHT FLASCHE 1L;1.000;0.00;1.80
04.09.12;18:09;Bern - Bubenberg;34440;7162;CHAMP.WEISS/BRAUN AB 250G;1.000;0.00;3.00
02.09.12;20:30;Bern - Christoffel;33115;752;BO KARTOFFELBR/NUESS HELL;1.000;0.00;3.00
02.09.12;20:30;Bern - Christoffel;33115;752;BATAVIA GRUEN     BT S.;1.000;0.00;1.80
02.09.12;20:30;Bern - Christoffel;33115;752;BIO MH BANANEN    AB H.;0.547;0.00;1.75
02.09.12;20:30;Bern - Christoffel;33115;752;BIO EIER CH 53G+ 6ER;1.000;0.00;4.65
02.09.12;20:30;Bern - Christoffel;33115;752;BIO JOGHURT NATURE 500G;1.000;0.00;1.35
02.09.12;20:30;Bern - Christoffel;33115;752;CO CRISP.FAL.NUGGETS 225G;1.000;0.00;4.90
02.09.12;20:30;Bern - Christoffel;33115;752;KASSENTRAGTASCHEN;1.000;0.00;0.30
02.09.12;20:30;Bern - Christoffel;33115;752;BIO JOGHURT HEIDELB. 500G;1.000;0.00;1.90
02.09.12;20:30;Bern - Christoffel;33115;752;BIO MILCH PAST FLASCHE 1L;2.000;0.00;3.60
31.08.12;18:57;Bern - Bahnhof;34530;3168;VITTEL 50CL;1.000;0.00;0.80
31.08.12;18:57;Bern - Bahnhof;34530;3168;ST. GALLER BIBERLI    90G;1.000;0.00;1.80
31.08.12;18:57;Bern - Bahnhof;34530;3168;MINI BABYBEL        6X25G;1.000;0.00;2.85
31.08.12;18:57;Bern - Bahnhof;34530;3168;BIO QUADRATI SONNENBLUMEN;1.000;0.00;1.60
31.08.12;18:57;Bern - Bahnhof;34530;3168;BIO POUL.REIS GEMUESE190G;1.000;0.00;2.25
31.08.12;18:57;Bern - Bahnhof;34530;3168;HIPP JOGHURT MIT FRUECHTE;1.000;0.00;2.10
30.08.12;12:29;Bern - Marktgasse;35400;2710;Offenausschank 3dl;1.000;0.00;2.70
30.08.12;12:29;Bern - Marktgasse;35400;2710;Mini Brötli;1.000;0.00;0.60
30.08.12;12:29;Bern - Marktgasse;35400;2710;Migusto Buffet 100g;0.458;0.00;13.30
30.08.12;12:29;Bern - Marktgasse;35400;2710;Zopfscheibe;1.000;0.00;1.00
28.08.12;19:48;Bern - Fischermätteli;37306;1454;TIRAMISU SCHNITTE    100G;1.000;0.00;2.90
28.08.12;19:48;Bern - Fischermätteli;37306;1454;GIOTTO T9 STG;1.000;0.00;2.00
28.08.12;19:48;Bern - Fischermätteli;37306;1454;M-CLAS JOGHURT KOKOS 180G;2.000;0.00;1.10
28.08.12;19:48;Bern - Fischermätteli;37306;1454;BIO MILCH PAST FLASCHE 1L;1.000;0.00;1.80
27.08.12;12:41;Bern - Marktgasse;35401;4286;Sandwich 6;1.000;0.00;5.80
27.08.12;12:41;Bern - Marktgasse;35401;4286;Strudel salzig;1.000;0.00;3.20
25.08.12;14:42;Köniz - Bläuacker;34240;7467;PFIR.GELBFLEISCH. LOSE;0.739;0.00;1.70
25.08.12;14:42;Köniz - Bläuacker;34240;7467;EISBERGSALAT TP    BT S.;1.000;0.00;1.50
25.08.12;14:42;Köniz - Bläuacker;34240;7467;CAPRICE DES DIEUX    200G;1.000;0.00;3.60
25.08.12;14:42;Köniz - Bläuacker;34240;7467;ZWIEBELN          NZ 1KG;1.000;0.00;2.50
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BLUETENHONIG CREMIG 250G;1.000;0.00;4.20
25.08.12;14:42;Köniz - Bläuacker;34240;7467;TS ZOPF-MEHL 1KG;1.000;0.00;2.35
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO HAV KAFFEE BOHN. 500G;1.000;1.70;6.60
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO WEIZENVOLLKORNBROT;1.000;0.40;3.00
25.08.12;14:42;Köniz - Bläuacker;34240;7467;TS BUTTERWEGGLI       65G;1.000;0.00;0.60
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO REDDY BIRCHERM.NATURE;1.000;0.00;5.50
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO M-DRINK PAST FLASC 1L;1.000;0.00;1.75
25.08.12;14:42;Köniz - Bläuacker;34240;7467;REDDY BIRCHERM. FIT 700G;1.000;0.00;5.20
25.08.12;14:42;Köniz - Bläuacker;34240;7467;VANILLESTANGE;1.000;0.00;1.80
25.08.12;14:42;Köniz - Bläuacker;34240;7467;TR.VITTORIA       LOSE;0.455;0.50;1.00
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BANANEN  I        LOSE;0.750;0.00;2.10
25.08.12;14:42;Köniz - Bläuacker;34240;7467;MAX HAV ORANG.SAFT1L BRIK;1.000;0.30;1.20
25.08.12;14:42;Köniz - Bläuacker;34240;7467;FRISCHBACKHEFE        42G;1.000;0.00;0.25
25.08.12;14:42;Köniz - Bläuacker;34240;7467;RISPENTOMATEN     LOSE;0.579;0.00;2.20
25.08.12;14:42;Köniz - Bläuacker;34240;7467;TUER -FENSTERSTOPPER;1.000;0.00;3.90
25.08.12;14:42;Köniz - Bläuacker;34240;7467;DIE BUTTER 250G;1.000;0.00;3.00
25.08.12;14:42;Köniz - Bläuacker;34240;7467;FAVORIT APRIK. PURE FRUIT;1.000;0.00;2.70
25.08.12;14:42;Köniz - Bläuacker;34240;7467;HONIGMELONE GELB  ST S.;1.000;0.00;2.95
25.08.12;14:42;Köniz - Bläuacker;34240;7467;M-CLAS SALATKAESE;1.000;0.00;2.10
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO JOGHURT APRIKOSE 500G;1.000;0.00;1.90
25.08.12;14:42;Köniz - Bläuacker;34240;7467;APPENZELLER SURCHOIX 250G;0.280;0.00;4.90
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO CORNFLAKES 300G BTL;1.000;0.00;1.65
25.08.12;14:42;Köniz - Bläuacker;34240;7467;MIGROS PLUS COLORWASCHMIT;1.000;0.00;11.50
25.08.12;14:42;Köniz - Bläuacker;34240;7467;BIO MILCH PAST FLASCHE 1L;1.000;0.00;1.80
21.08.12;17:42;Bern - Fischermätteli;37306;6902;M-CLAS COTTAGE CHEESE NAT;1.000;0.00;1.40
21.08.12;17:42;Bern - Fischermätteli;37306;6902;BIO MH BANANEN    AB H.;1.450;0.90;3.70
21.08.12;17:42;Bern - Fischermätteli;37306;6902;MAX HAV JASMINREIS 1KG;1.000;0.55;2.15
