Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
05.03.13;19:27;Zürich - Brunaupark;150665;4723;RAHMWAEHE 215G;1.000;0.00;3.20
05.03.13;19:27;Zürich - Brunaupark;150665;4723;TS R-SIEDFLEISCH MAGER;0.536;2.95;11.50
05.03.13;19:27;Zürich - Brunaupark;150665;4723;TS BUTTERWEGGLI       65G;2.000;0.00;1.20
05.03.13;19:27;Zürich - Brunaupark;150665;4723;HIMBEEREN         AB 125G;1.000;0.50;2.40
05.03.13;19:27;Zürich - Brunaupark;150665;4723;CUMULUS Bon 5.-;-4.000;0.00;-20.00
05.03.13;19:27;Zürich - Brunaupark;150665;4723;ZUCKERMAIS        AB H.;0.611;0.00;4.40
05.03.13;19:27;Zürich - Brunaupark;150665;4723;CIT SALAMI RUSTICO   MINI;0.121;0.00;6.15
05.03.13;19:27;Zürich - Brunaupark;150665;4723;BASILIKUM TOPF    AB S.;1.000;0.00;3.90
05.03.13;19:27;Zürich - Brunaupark;150665;4723;LEERDAMMER SCHEIBEN  200G;1.000;0.00;3.90
05.03.13;19:27;Zürich - Brunaupark;150665;4723;PFLAUMEN GELB     LOSE;0.192;0.00;1.00
05.03.13;19:27;Zürich - Brunaupark;150665;4723;PASTINI KRAWAETTLI;1.000;0.00;2.90
05.03.13;19:27;Zürich - Brunaupark;150665;4723;GOUDA IN SCHEIBEN    150G;1.000;0.00;2.60
05.03.13;19:27;Zürich - Brunaupark;150665;4723;RISPENTOMATEN     LOSE;0.727;0.00;3.20
05.03.13;19:27;Zürich - Brunaupark;150665;4723;M-CLAS MINI-SANDWICHES;1.000;0.00;2.65
05.03.13;19:27;Zürich - Brunaupark;150665;4723;ZWETSCHGENWAEHE      215G;1.000;0.00;2.90
05.03.13;19:27;Zürich - Brunaupark;150665;4723;VALFLORA HR UHT 1/2L;1.000;0.00;2.40
05.03.13;19:27;Zürich - Brunaupark;150665;4723;AVOCADOS          ST S.;1.000;0.00;1.80
05.03.13;19:27;Zürich - Brunaupark;150665;4723;TOM.DATT.AM ZWEIG AB 250G;1.000;0.00;2.60
05.03.13;19:27;Zürich - Brunaupark;150665;4723;MOZZARELLA ALFREDO 150G;2.000;0.00;2.90
05.03.13;19:27;Zürich - Brunaupark;150665;4723;TS BUTTERWEGGEN      400G;1.000;0.00;3.40
