Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
16.01.12;17:52;Köniz - Bläuacker;34240;6787;ADR SEELAENDER BROT  500G;1.000;0.00;2.80
16.01.12;17:52;Köniz - Bläuacker;34240;6787;US-SLIPPER_043,schwarz;1.000;0.00;75.00
05.01.12;12:46;Konolfingen;33740;8915;ORANG.TAROCCO EXT.LOSE;1.277;1.35;3.00
05.01.12;12:46;Konolfingen;33740;8915;DATTELN FRISCH    LOSE;0.331;0.00;7.45
05.01.12;12:46;Konolfingen;33740;8915;GAROFALO RIGATONI 500G;2.000;0.00;5.00
05.01.12;12:46;Konolfingen;33740;8915;KASSENTRAGTASCHEN;1.000;0.00;0.30
04.01.12;11:57;Köniz - Bläuacker;34240;7595;ORANG.TAROCCO EXT.LOSE;1.021;1.05;2.40
04.01.12;11:57;Köniz - Bläuacker;34240;7595;250 C-Punkte ganzes SMVM-;1.000;0.00;0.00
04.01.12;11:57;Köniz - Bläuacker;34240;7595;M-CLAS JOGH HASELN. 180G;2.000;0.00;1.10
04.01.12;11:57;Köniz - Bläuacker;34240;7595;CUM_RABATT PHILIPS AUFSTE;-1.000;0.00;-6.00
04.01.12;11:57;Köniz - Bläuacker;34240;7595;M-CLAS ORANGENSAFT 4X1L B;1.000;1.40;3.20
04.01.12;11:57;Köniz - Bläuacker;34240;7595;SOFT RECYCLING 12ER TOILE;1.000;0.00;6.90
04.01.12;11:57;Köniz - Bläuacker;34240;7595;VALFLORA M-DRINK UHT 1/2L;1.000;0.00;0.90
04.01.12;11:57;Köniz - Bläuacker;34240;7595;CUMULUS Bon 5.-;-1.000;0.00;-5.00
04.01.12;11:57;Köniz - Bläuacker;34240;7595;VALFLORA HR UHT 1/4L;1.000;0.00;1.20
04.01.12;11:57;Köniz - Bläuacker;34240;7595;RISPENTOMATEN     LOSE;0.452;0.00;1.90
04.01.12;11:57;Köniz - Bläuacker;34240;7595;Philips Aufsteckb. HX6013;1.000;0.00;39.90
04.01.12;11:57;Köniz - Bläuacker;34240;7595;GRUYERE REZENT       250G;0.236;0.00;4.25
04.01.12;11:57;Köniz - Bläuacker;34240;7595;SE CHOC PET.BEURRE 4ER;1.000;0.00;6.40
04.01.12;11:57;Köniz - Bläuacker;34240;7595;M-CLAS JOGHURT MARRONI;1.000;0.00;0.55
04.01.12;11:57;Köniz - Bläuacker;34240;7595;GEBUEHRENSACK 35L KOENIZ;1.000;0.00;20.50
04.01.12;11:57;Köniz - Bläuacker;34240;7595;TS HINTERSCHINKEN    MAXI;0.316;0.00;8.20
04.01.12;11:57;Köniz - Bläuacker;34240;7595;TR ADR M-DRINK PAST 1L;4.000;0.00;5.40
04.01.12;11:57;Köniz - Bläuacker;34240;7595;SAISONJOGH. MANDEL MARZIP;1.000;0.00;0.65
04.01.12;11:57;Köniz - Bläuacker;34240;7595;GOLD GRAPEFRUITSAFT 1L;2.000;0.00;3.00
04.01.12;11:57;Köniz - Bläuacker;34240;7595;VACHERIN FRIB. MILD 250G;0.232;0.90;3.60
04.01.12;11:57;Köniz - Bläuacker;34240;7595;QM R-HACKFLEISCH 1KG;0.578;3.70;5.55
17.12.11;12:07;Köniz - Bläuacker;34240;992;ORANG.TAROCCO EXT.LOSE;0.878;0.90;2.15
17.12.11;12:07;Köniz - Bläuacker;34240;992;BRUNSLI-TEIG         500G;1.000;0.00;3.80
17.12.11;12:07;Köniz - Bläuacker;34240;992;TR ADR MILCH PAST 1L;3.000;0.00;4.20
17.12.11;12:07;Köniz - Bläuacker;34240;992;PAL ZUCKER 555X1KG //;1.000;0.00;1.15
17.12.11;12:07;Köniz - Bläuacker;34240;992;TINTENLOESCHER 2 Stk.;1.000;0.00;1.30
17.12.11;12:07;Köniz - Bläuacker;34240;992;M-CLAS JOGH HASELN. 180G;2.000;0.00;1.10
