Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
27.06.11;12:36;Bern - Zytglogge;36400;4995;TANNEN LEISTE 1.0M;10.000;0.00;21.00
27.06.11;12:36;Bern - Zytglogge;36400;4995;MC ACRYL-BUNTLACK GL SILB;1.000;0.00;5.60
27.06.11;12:36;Bern - Zytglogge;36400;4995;MC ACRYL-BUNTLACK GL SCHW;1.000;0.00;5.60
25.06.11;9:25;Bern - Bubenberg;34440;2356;M-BUD M. CO2 1.5L;1.000;0.00;0.25
25.06.11;9:25;Bern - Bubenberg;34440;2356;ICE TEA GRUENTEE 1.5L P;1.000;0.00;2.10
25.06.11;9:25;Bern - Bubenberg;34440;2356;APF.GRANNY SMI.I  LOSE;0.342;0.00;1.30
25.06.11;9:25;Bern - Bubenberg;34440;2356;APROZ CLASSIC 50CL PET;1.000;0.00;0.60
23.06.11;18:16;Bern - Zähringer;34360;1604;M-CLAS ORANGENSAFT 1L BRI;1.000;0.00;1.15
23.06.11;18:16;Bern - Zähringer;34360;1604;MB MISCHSALAT        500G;1.000;0.00;3.90
23.06.11;18:16;Bern - Zähringer;34360;1604;ADR SEELAENDER BROT  500G;1.000;0.00;2.80
23.06.11;18:16;Bern - Zähringer;34360;1604;ADR M-DRINK PAST 1L;2.000;0.00;2.80
23.06.11;18:16;Bern - Zähringer;34360;1604;M-CLAS MULTIVITAM. 1L BRI;1.000;0.00;1.35
18.06.11;17:23;Bern - Christoffel;33115;8870;BIO EIER CH 63G+ 4ER;1.000;0.00;3.20
18.06.11;17:23;Bern - Christoffel;33115;8870;CH Min.PETMarken2.5%alt;1.000;0.00;2.60
18.06.11;17:23;Bern - Christoffel;33115;8870;KART.FESTK.N.ERN. LOSE;0.360;0.00;0.90
18.06.11;17:23;Bern - Christoffel;33115;8870;M-CLAS KOKOSRASPELN 200G;1.000;0.00;1.00
18.06.11;17:23;Bern - Christoffel;33115;8870;THAIK KOKOS-MILCH 250ML;1.000;0.00;2.25
18.06.11;17:23;Bern - Christoffel;33115;8870;KNOBLAUCH         ST S.;1.000;0.00;1.00
18.06.11;17:23;Bern - Christoffel;33115;8870;TROCKENFL.ANSCHNIT SCHALE;0.066;0.00;3.05
18.06.11;17:23;Bern - Christoffel;33115;8870;ZITRONEN           ST S.;1.000;0.00;0.60
