Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
30.05.12;13:51;Bern - Marktgasse;34710;4023;KOCHBUTTER 250G;1.000;0.00;2.85
30.05.12;13:51;Bern - Marktgasse;34710;4023;M-CLAS KERNEN-NUSS-MIX;1.000;0.00;4.20
30.05.12;13:51;Bern - Marktgasse;34710;4023;FARMER CROC NAT.OZ 500G;1.000;0.00;4.80
30.05.12;13:51;Bern - Marktgasse;34710;4023;CRUSTA BAGUETTE      360G;1.000;0.00;2.40
30.05.12;13:51;Bern - Marktgasse;34710;4023;TS BUTTERWEGGLI GROSS 95G;1.000;0.00;0.95
30.05.12;13:51;Bern - Marktgasse;34710;4023;BIO SPINAT        BT 200G;1.000;0.00;6.50
30.05.12;13:51;Bern - Marktgasse;34710;4023;MEL.GALIA         ST S.;1.000;0.00;2.50
30.05.12;13:51;Bern - Marktgasse;34710;4023;M-CLAS HAFERFLO.FEIN 500G;1.000;0.00;1.00
30.05.12;13:51;Bern - Marktgasse;34710;4023;PETERLI GLATT     BX S.;1.000;0.00;1.40
30.05.12;13:51;Bern - Marktgasse;34710;4023;M-CLAS BIRCHERMUESLI 750G;1.000;0.00;3.80
30.05.12;13:51;Bern - Marktgasse;34710;4023;FARMER C KERNE&NUESSE OZ;1.000;0.00;5.10
30.05.12;13:51;Bern - Marktgasse;34710;4023;BRANCHE CLASSIC 1ER;1.000;0.00;1.20
30.05.12;13:35;Bern - Marktgasse;36710;5831;Mio Star Staubsack HN/VAC;1.000;0.00;8.60
25.05.12;13:58;Bern - Eigerplatz;33640;2439;M-CLAS BLOX PEANUTS 5ER;1.000;0.00;2.50
25.05.12;13:58;Bern - Eigerplatz;33640;2439;HOHLE GASSE 150G;1.000;0.00;3.30
25.05.12;13:58;Bern - Eigerplatz;33640;2439;ICE TEA PEACH 70G;1.000;0.00;0.75
25.05.12;13:58;Bern - Eigerplatz;33640;2439;BUENDNER SALAMI     KLEIN;1.000;0.00;1.80
25.05.12;13:58;Bern - Eigerplatz;33640;2439;ANTIPASTI GETROCK.TOMATEN;1.000;0.00;4.40
25.05.12;13:58;Bern - Eigerplatz;33640;2439;M-CLAS BLOX BISKIZZ 5ER;1.000;0.00;2.50
25.05.12;13:58;Bern - Eigerplatz;33640;2439;FARMER S CHOC APFEL 290G;1.000;0.00;4.50
25.05.12;13:58;Bern - Eigerplatz;33640;2439;CANTADOU MEERRETTICH 125G;1.000;0.00;2.50
25.05.12;13:58;Bern - Eigerplatz;33640;2439;BIO NUSSROLLEN     2/150G;1.000;0.55;1.55
25.05.12;13:58;Bern - Eigerplatz;33640;2439;KAROTTEN          LOSE;0.458;0.25;0.55
25.05.12;13:58;Bern - Eigerplatz;33640;2439;ADR BOU AAREBROT DUNKEL;1.000;0.00;3.80
25.05.12;13:58;Bern - Eigerplatz;33640;2439;PARTY NUSSM. GESALZ. 200G;1.000;0.00;2.20
25.05.12;13:58;Bern - Eigerplatz;33640;2439;ICE TEA CLASSIC 70G;2.000;0.00;1.30
25.05.12;13:58;Bern - Eigerplatz;33640;2439;GRUYERE REZENT       250G;0.225;0.00;4.05
25.05.12;13:58;Bern - Eigerplatz;33640;2439;APF.BRAEBURN I    LOSE;0.422;0.00;1.35
24.05.12;13:37;Bern - Freudenberg;34220;6441;HEI BIRCHERM. NATUR 200G;1.000;0.00;1.80
24.05.12;13:37;Bern - Freudenberg;34220;6441;ADR WURST-KAESE SALAT160G;1.000;0.00;3.90
24.05.12;19:59;Bern - Bahnhof;34530;1804;M-CLAS TOMATENPUREE TB;1.000;0.00;0.85
24.05.12;19:59;Bern - Bahnhof;34530;1804;BO ALPENBROT         380G;1.000;0.00;2.30
24.05.12;19:59;Bern - Bahnhof;34530;1804;LEG JOGHURT DRINK HIMBEER;1.000;0.00;1.65
24.05.12;19:59;Bern - Bahnhof;34530;1804;LEG JOGHURT DRINK BANANE;1.000;0.00;1.65
23.05.12;19:01;Bern - Christoffel;33115;3936;FARMER CRUNCHY HONIG 240G;1.000;0.00;4.40
23.05.12;19:01;Bern - Christoffel;33115;3936;GURKEN TP         ST S.;1.000;0.00;1.80
23.05.12;19:01;Bern - Christoffel;33115;3936;BERLINER GEZUCKERT 2/130G;1.000;0.00;2.10
23.05.12;19:01;Bern - Christoffel;33115;3936;CHAMPIGNONS BRAUN LOSE;0.171;0.00;2.05
23.05.12;19:01;Bern - Christoffel;33115;3936;BIO SIRUP HOLUNDERBLUETEN;1.000;0.00;4.40
23.05.12;19:01;Bern - Christoffel;33115;3936;LES ADORABLES PISTACHE;1.000;0.00;1.70
23.05.12;19:01;Bern - Christoffel;33115;3936;PAS. JOG.MANG-PASS 0% 180;1.000;0.20;0.65
23.05.12;19:01;Bern - Christoffel;33115;3936;LES DELICES MANDOMIEL;1.000;0.00;1.60
23.05.12;19:01;Bern - Christoffel;33115;3936;KART.RACLETTE     AB 1KG;1.000;0.00;1.90
23.05.12;19:01;Bern - Christoffel;33115;3936;KNOBLAUCH         ST S.;1.000;0.00;0.90
23.05.12;19:01;Bern - Christoffel;33115;3936;ZWIEBELN          LOSE;0.417;0.00;0.75
23.05.12;19:01;Bern - Christoffel;33115;3936;BIFIDUS JOGH. MOKKA 150G;1.000;0.00;0.85
23.05.12;19:01;Bern - Christoffel;33115;3936;PASSION JOG.WALDBEER 180G;1.000;0.20;0.65
23.05.12;19:01;Bern - Christoffel;33115;3936;GREYEZER PLATTE SCHALE;0.068;0.00;4.55
23.05.12;19:01;Bern - Christoffel;33115;3936;TS ADR M-DRINK PAST 1L;2.000;0.00;2.80
23.05.12;19:01;Bern - Christoffel;33115;3936;LES ADORABLES CARAMEL;1.000;0.00;1.70
23.05.12;19:01;Bern - Christoffel;33115;3936;PASSION JOG. BIRCHER 180G;1.000;0.20;0.65
23.05.12;19:01;Bern - Christoffel;33115;3936;BIO SIRUP ALPENKRAEUTER;1.000;0.00;4.40
21.05.12;20:32;Bern - Christoffel;33115;3037;BOU GUPFBROT         450G;1.000;0.00;3.20
21.05.12;18:25;Brugg - Neumarkt;34843;8621;EISBERGSALAT TP    BT S.;1.000;0.00;2.10
21.05.12;18:25;Brugg - Neumarkt;34843;8621;M-CLAS ORANGENSAFT 1L BRI;1.000;0.00;1.15
21.05.12;18:25;Brugg - Neumarkt;34843;8621;LEG JOGHURT DRINK APRIKOS;1.000;0.00;1.65
21.05.12;18:25;Brugg - Neumarkt;34843;8621;RAHMTALER;0.200;0.00;4.50
