Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
30.07.11;15:06;Bern - Zähringer;34360;1649;MB MISCHSALAT        500G;1.000;0.00;3.90
30.07.11;15:06;Bern - Zähringer;34360;1649;TORTILLA CHIPS CHILI 150G;1.000;0.00;3.60
30.07.11;15:06;Bern - Zähringer;34360;1649;GRILL MI CHEESE SPIESS;1.000;0.00;6.45
30.07.11;15:06;Bern - Zähringer;34360;1649;CHAMP.WEISS/BRAUN AB 250G;1.000;0.00;3.00
30.07.11;15:06;Bern - Zähringer;34360;1649;PEPERONI GELB     LOSE;0.385;0.00;1.50
30.07.11;15:06;Bern - Zähringer;34360;1649;GUACAMOLE CHIPS 150G;1.000;0.00;3.60
30.07.11;15:06;Bern - Zähringer;34360;1649;GRILL MI CHEESE STEAK;1.000;0.00;5.95
29.07.11;13:21;Bern - Eigerplatz;33640;1773;KOCHBUTTER 250G;1.000;0.00;2.95
29.07.11;13:21;Bern - Eigerplatz;33640;1773;TS ZOPF-MEHL 1KG;1.000;0.00;2.35
29.07.11;13:21;Bern - Eigerplatz;33640;1773;M-CLAS ORANGENSAFT 4X1L B;1.000;0.00;4.60
29.07.11;13:21;Bern - Eigerplatz;33640;1773;ZUCCHETTIWAEHE       200G;1.000;0.70;2.70
29.07.11;13:21;Bern - Eigerplatz;33640;1773;EIER CH FL 53G+ 6ER;1.000;0.00;3.50
29.07.11;13:21;Bern - Eigerplatz;33640;1773;ADR M-DRINK PAST 1L;5.000;0.00;7.00
26.07.11;18:46;Bern - Bubenberg;34440;7690;STEINPILZE GETR. 30G BTL;1.000;0.00;3.35
26.07.11;18:46;Bern - Bubenberg;34440;7690;THAIK REISNUDELN 250G;1.000;0.00;2.15
26.07.11;18:46;Bern - Bubenberg;34440;7690;BIO TOFU NATURE   200G;1.000;0.00;3.80
26.07.11;18:46;Bern - Bubenberg;34440;7690;EIER CH FL 53G+ 6ER;1.000;0.00;3.50
26.07.11;18:46;Bern - Bubenberg;34440;7690;AVOCADOS          ST S.;1.000;0.60;0.90
26.07.11;18:46;Bern - Bubenberg;34440;7690;SEMMELKNOEDEL 200G;1.000;0.00;4.50
26.07.11;18:46;Bern - Bubenberg;34440;7690;KART.FESTKOCHEND  LOSE;0.441;0.00;0.75
25.07.11;13:07;Bern - Zähringer;35520;8666;Menü Vegi 10.50;1.000;0.00;10.50
23.07.11;14:05;Bern - Eigerplatz;33640;9429;KOCHBUTTER 250G;2.000;0.00;5.90
23.07.11;14:05;Bern - Eigerplatz;33640;9429;BLAETTERTEIG AUSGEW. 640G;1.000;0.00;2.60
23.07.11;14:05;Bern - Eigerplatz;33640;9429;M-CLAS ORANGENSAFT 4X1L B;1.000;1.00;3.60
23.07.11;14:05;Bern - Eigerplatz;33640;9429;MB MISCHSALAT        500G;1.000;0.00;3.90
23.07.11;14:05;Bern - Eigerplatz;33640;9429;LEG REBLOCHON 150G;1.000;0.00;3.35
23.07.11;14:05;Bern - Eigerplatz;33640;9429;YOGOS GREQUE FEIGEN 180G;2.000;0.00;1.70
23.07.11;14:05;Bern - Eigerplatz;33640;9429;SE M-CLAS SPAGHET.EI TRIO;1.000;0.00;4.50
23.07.11;14:05;Bern - Eigerplatz;33640;9429;BO TS BUTTERZOPF     500G;1.000;0.00;3.30
23.07.11;14:05;Bern - Eigerplatz;33640;9429;LEG JOGHURT DRINK HIMBEER;3.000;0.00;4.95
23.07.11;14:05;Bern - Eigerplatz;33640;9429;ADR M-DRINK PAST 1L;3.000;0.00;4.20
23.07.11;14:05;Bern - Eigerplatz;33640;9429;MB FETA GR 400G;1.000;0.00;5.60
23.07.11;14:05;Bern - Eigerplatz;33640;9429;250 CUM-PUNKTE (1);1.000;0.00;0.00
23.07.11;14:05;Bern - Eigerplatz;33640;9429;LEG JOGHURT ANANAS;2.000;0.00;1.40
23.07.11;14:05;Bern - Eigerplatz;33640;9429;LEG TOMME 100G;1.000;0.00;1.80
23.07.11;14:05;Bern - Eigerplatz;33640;9429;LEG JOGHURT DRINK BANANE;1.000;0.00;1.65
23.07.11;14:05;Bern - Eigerplatz;33640;9429;BLATTSPINAT UNGEW. 450G;1.000;0.00;2.60
23.07.11;14:06;Bern - Eigerplatz;33640;9430;SARASAY ORANGE 50CL;1.000;0.00;1.95
23.07.11;14:06;Bern - Eigerplatz;33640;9430;BANANEN  I        LOSE;0.161;0.00;0.45
23.07.11;14:06;Bern - Eigerplatz;33640;9430;NEKT.WEISSFL.EXT. LOSE;0.395;0.00;1.70
23.07.11;14:06;Bern - Eigerplatz;33640;9430;BO TS BUTTERZOPF     300G;1.000;0.00;2.25
23.07.11;14:06;Bern - Eigerplatz;33640;9430;M-CLAS CHOCO-DRINK 500ML;1.000;0.00;0.85
20.07.11;9:17;Bern - Bubenberg;34440;4275;SEMMELI               60G;1.000;0.00;0.60
20.07.11;9:17;Bern - Bubenberg;34440;4275;GOLD MULTIVITAMIN 25CL;1.000;0.00;0.65
20.07.11;9:17;Bern - Bubenberg;34440;4275;M-CLAS CHOCO-DRINK 500ML;1.000;0.00;0.85
20.07.11;9:17;Bern - Bubenberg;34440;4275;ADR BIRCHERMUESLI 200G;1.000;0.00;2.50
19.07.11;17:43;Bern - Eigerplatz;33640;6898;SALSA ITALIANA NAPOLI;1.000;0.00;2.50
19.07.11;17:43;Bern - Eigerplatz;33640;6898;PAL ZUCKER 555X1KG //;1.000;0.00;1.15
19.07.11;17:43;Bern - Eigerplatz;33640;6898;M-CLAS TOMATENPUREE TB;1.000;0.00;0.85
19.07.11;17:43;Bern - Eigerplatz;33640;6898;M-CLAS TOM KETCHUP 730G;1.000;0.00;2.90
19.07.11;17:43;Bern - Eigerplatz;33640;6898;MB MISCHSALAT        500G;1.000;0.00;3.90
19.07.11;17:43;Bern - Eigerplatz;33640;6898;CUMULUS Bon 5.-;-1.000;0.00;-5.00
19.07.11;17:43;Bern - Eigerplatz;33640;6898;BOU ADR BERNER BROT RUCH;1.000;0.40;2.25
19.07.11;17:43;Bern - Eigerplatz;33640;6898;COQ GEHACKTES NATURE 230G;1.000;0.00;5.50
19.07.11;17:43;Bern - Eigerplatz;33640;6898;MB REIBKAESE 200G;1.000;0.00;2.40
19.07.11;17:43;Bern - Eigerplatz;33640;6898;ZWIEBELN          LOSE;0.304;0.00;0.70
19.07.11;17:43;Bern - Eigerplatz;33640;6898;TOMATENPUREE 140G DS;2.000;0.00;1.30
19.07.11;17:43;Bern - Eigerplatz;33640;6898;SALSA ITALIANA ARRABBIATA;1.000;0.00;1.90
19.07.11;17:43;Bern - Eigerplatz;33640;6898;PEPERONI GELB     LOSE;0.397;0.00;1.55
19.07.11;17:43;Bern - Eigerplatz;33640;6898;M-BUDGET HANDSCHUHE M;1.000;0.00;0.75
19.07.11;17:43;Bern - Eigerplatz;33640;6898;MEX.SEASON MIX 35G BTL;1.000;0.00;1.30
19.07.11;17:43;Bern - Eigerplatz;33640;6898;VALFLORA SAUER-HR 180ML;1.000;0.00;1.25
19.07.11;17:43;Bern - Eigerplatz;33640;6898;SALSA ITALIANA BASILICO;1.000;0.00;1.70
19.07.11;17:43;Bern - Eigerplatz;33640;6898;M-CLAS MAISKOERNER 3X140G;1.000;0.00;2.20
14.07.11;21:00;Bern - Christoffel;33115;9284;M-CLAS OLIVENOEL 1L PET;1.000;0.00;6.20
14.07.11;21:00;Bern - Christoffel;33115;9284;THAIK GRUENE CURRY PASTE;1.000;0.00;4.05
14.07.11;21:00;Bern - Christoffel;33115;9284;TRAD CREMISSO 175G;1.000;0.00;3.10
14.07.11;21:00;Bern - Christoffel;33115;9284;CANTADOU MEERRETTICH 125G;1.000;0.00;2.50
14.07.11;21:00;Bern - Christoffel;33115;9284;M-CLAS JOGH MOKKA 180G;1.000;0.00;0.60
14.07.11;21:00;Bern - Christoffel;33115;9284;M-CLAS DOERRBOHNEN 100G;1.000;0.00;1.70
14.07.11;21:00;Bern - Christoffel;33115;9284;CORN TORTILLAS 335G;1.000;0.00;5.30
14.07.11;21:00;Bern - Christoffel;33115;9284;SE ENERGY DRINK VANILLE;1.000;0.00;2.60
14.07.11;21:00;Bern - Christoffel;33115;9284;BO TS BUTTERZOPF     500G;1.000;0.00;3.30
14.07.11;21:00;Bern - Christoffel;33115;9284;SE ZWEIF CORN ORIG.2X125G;1.000;0.00;3.95
14.07.11;21:00;Bern - Christoffel;33115;9284;CS ORIENT. MIE-NUDELN;1.000;0.00;2.40
14.07.11;21:00;Bern - Christoffel;33115;9284;MIOB ALLZWECK-SCHWAMMTÜCH;1.000;0.00;3.00
14.07.11;21:00;Bern - Christoffel;33115;9284;M-CLAS JOGH. BIRCHER 180G;1.000;0.00;0.60
13.07.11;8:55;Bern - Bubenberg;34440;2126;M-BUD M. CO2 6X1.5L;1.000;0.00;1.45
13.07.11;8:55;Bern - Bubenberg;34440;2126;SEMMELI               60G;1.000;0.00;0.60
13.07.11;8:55;Bern - Bubenberg;34440;2126;GOLD MULTIVITAMIN 25CL;1.000;0.00;0.65
13.07.11;8:55;Bern - Bubenberg;34440;2126;M-CLAS CHOCO-DRINK 500ML;1.000;0.00;0.85
13.07.11;8:55;Bern - Bubenberg;34440;2126;HEI BIRCHERM. CEREAL 200G;1.000;0.00;1.80
