Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
11.07.11;13:57;Bern - Zähringer;34360;4938;APRIKOSENWAEHE       215G;1.000;0.00;2.90
11.07.11;18:26;Bern - Zähringer;34360;1321;PEPERONI GRUEN    LOSE;0.203;0.00;0.75
11.07.11;18:26;Bern - Zähringer;34360;1321;ZUCCHETTI         LOSE;0.343;0.00;1.20
11.07.11;18:26;Bern - Zähringer;34360;1321;ZWIEBELN          LOSE;0.479;0.00;1.15
11.07.11;18:26;Bern - Zähringer;34360;1321;KORN-FIT BROT        400G;1.000;0.00;2.90
11.07.11;18:26;Bern - Zähringer;34360;1321;ADR M-DRINK PAST 1L;2.000;0.00;2.80
11.07.11;18:26;Bern - Zähringer;34360;1321;GRANA PADANO 250G;0.297;1.50;5.65
11.07.11;18:26;Bern - Zähringer;34360;1321;RICCI COUSCOUS MITTEL500G;1.000;0.00;2.25
11.07.11;18:26;Bern - Zähringer;34360;1321;TOM.S.MARZANO     LOSE;0.487;0.00;1.90
11.07.11;18:26;Bern - Zähringer;34360;1321;M-CLAS MULTIVITAM. 1L BRI;2.000;0.00;2.70
06.07.11;18:47;Bern - Bubenberg;34440;9262;BABY KISSS MILK 120G 15ST;1.000;0.00;2.70
06.07.11;18:47;Bern - Bubenberg;34440;9262;GRILL SCHNECKE PAST 270G;1.000;0.00;6.90
06.07.11;18:47;Bern - Bubenberg;34440;9262;MC GABELN WEISS 45 STK. P;1.000;0.00;2.40
04.07.11;20:29;Bern - Bahnhof;34530;1827;TS ZOPF-MEHL 1KG;1.000;0.00;2.35
04.07.11;20:29;Bern - Bahnhof;34530;1827;BIO AHORNSIRUP 25CL FL;1.000;0.00;7.20
04.07.11;20:29;Bern - Bahnhof;34530;1827;JOGHURT DRINK BANANEN 1/2;1.000;0.00;1.60
04.07.11;20:29;Bern - Bahnhof;34530;1827;LEG JOGHURT DRINK APRIKOS;1.000;0.00;1.65
04.07.11;20:29;Bern - Bahnhof;34530;1827;LES DELICES RUBUBA 100G;1.000;0.00;1.70
04.07.11;20:29;Bern - Bahnhof;34530;1827;PC BO HOLZOFENBROT DUNKEL;1.000;0.00;3.80
04.07.11;20:29;Bern - Bahnhof;34530;1827;FRISCHBACKHEFE        42G;2.000;0.00;0.50
04.07.11;20:29;Bern - Bahnhof;34530;1827;EIER CH FL 53G+ 6ER;1.000;0.00;3.50
04.07.11;20:29;Bern - Bahnhof;34530;1827;LES DELICES MANDOMIEL;1.000;0.00;1.55
04.07.11;20:29;Bern - Bahnhof;34530;1827;LEG JOGHURT DRINK HIMBEER;1.000;0.00;1.65
04.07.11;20:29;Bern - Bahnhof;34530;1827;ADR M-DRINK PAST 1L;3.000;0.00;4.20
