Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
27.01.12;13:37;Bern - Zähringer;34360;824;MARMOR SPITZBUBE      80G;1.000;0.00;2.00
27.01.12;13:37;Bern - Zähringer;34360;824;CLEMENTINEN       LOSE;0.191;0.00;0.45
26.01.12;18:40;Bern - Eigerplatz;33640;8937;SQ APRIKOSEN GETR200G BTL;1.000;0.00;3.20
26.01.12;18:40;Bern - Eigerplatz;33640;8937;ROSENKOHL         NZ 500G;1.000;1.00;2.30
26.01.12;18:40;Bern - Eigerplatz;33640;8937;YOGOS MIT HONIG 180G;1.000;0.00;0.85
26.01.12;18:40;Bern - Eigerplatz;33640;8937;M-CLAS JOGH MOKKA 180G;1.000;0.00;0.55
26.01.12;18:40;Bern - Eigerplatz;33640;8937;KAROTTEN          LOSE;0.545;0.35;0.60
26.01.12;18:40;Bern - Eigerplatz;33640;8937;M-CLAS CAPP. TRICOL. 500G;1.000;0.50;2.00
26.01.12;18:40;Bern - Eigerplatz;33640;8937;CHAMPIGNONS BRAUN LOSE;0.213;0.00;2.55
26.01.12;18:40;Bern - Eigerplatz;33640;8937;YOGOS GREQUE FEIGEN 180G;1.000;0.00;0.85
26.01.12;18:40;Bern - Eigerplatz;33640;8937;VALFLORA VOLLR. UHT 2.5DL;1.000;0.00;1.60
26.01.12;18:40;Bern - Eigerplatz;33640;8937;BROCCOLI          LOSE;0.457;0.30;1.05
26.01.12;18:40;Bern - Eigerplatz;33640;8937;M-CLAS JOGH MANDARINE 180;1.000;0.00;0.55
26.01.12;18:40;Bern - Eigerplatz;33640;8937;BLUMENKOHL        LOSE;0.589;0.00;1.65
22.01.12;19:52;Bern - Christoffel;33115;5877;TS ADR M-DRINK PAST 1L;3.000;0.00;4.05
21.01.12;12:42;Bern - Marktgasse;34710;283;BIO EIER CH 63G+ 4ER;1.000;0.00;3.20
21.01.12;12:42;Bern - Marktgasse;34710;283;FRISCHBACKHEFE        42G;1.000;0.00;0.25
21.01.12;12:42;Bern - Marktgasse;34710;283;HEI BERGTOMME;1.000;0.00;2.80
21.01.12;12:42;Bern - Marktgasse;34710;283;TS ADR M-DRINK PAST 1L;3.000;0.00;4.05
21.01.12;12:42;Bern - Marktgasse;34710;283;M-CLAS CANNEL. FIORENTINA;1.000;0.00;4.60
21.01.12;12:22;Bern - Zytglogge;36400;3228;HW-DIGITALE ZEITSCHALTUHR;1.000;0.00;9.95
21.01.12;12:22;Bern - Zytglogge;36400;3228;TA LEISTE 8X8MM 1.0M;1.000;0.00;1.50
21.01.12;12:22;Bern - Zytglogge;36400;3228;D+G HEISSKLEBEPISTOLE MIN;1.000;0.00;9.90
21.01.12;12:22;Bern - Zytglogge;36400;3228;ELEKTRONIKLOT L-SN 60;1.000;0.00;12.50
21.01.12;12:22;Bern - Zytglogge;36400;3228;HEISSKLEBESTICKS 7,4MM X;1.000;0.00;5.00
20.01.12;13:22;Bern - Zähringer;35520;5116;Menu iii;1.000;0.00;10.50
19.01.12;19:47;Bern - Zytglogge;36402;1158;KNOG BOOMER SCHEINWERFER;1.000;0.00;34.90
13.01.12;8:54;Bern - Zähringer;34360;6944;GOLD MULTIVITAMIN 25CL;1.000;0.00;0.65
13.01.12;8:54;Bern - Zähringer;34360;6944;HEI BIRCHERM. CEREAL 200G;1.000;0.00;1.75
13.01.12;8:54;Bern - Zähringer;34360;9392;BONHERBA ZITRONENMEL. 150;1.000;0.00;3.60
13.01.12;8:54;Bern - Zähringer;34360;9392;RACCARD TRADITION 1/2;4.971;0.00;99.40
13.01.12;8:54;Bern - Zähringer;34360;9392;VITTEL SPORT 75CL PET;1.000;0.00;1.10
13.01.12;8:54;Bern - Zähringer;34360;9392;MB FRISCHKAESE NATUR 300G;1.000;0.00;2.20
13.01.12;8:58;Bern - Zähringer;34360;9393;TS BUTTERZOPF        700G;1.000;0.00;4.50
