Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
25.08.11;18:53;Bern - Zähringer;34360;5089;BIO KORIANDER     AB S.;1.000;0.00;1.90
25.08.11;18:53;Bern - Zähringer;34360;5089;HB TS PASSIONE CON OLIVE;1.000;0.00;3.50
25.08.11;18:53;Bern - Zähringer;34360;5089;TR.VITTORIA       LOSE;0.615;0.95;1.20
25.08.11;18:53;Bern - Zähringer;34360;5089;KAROTTEN          LOSE;0.188;0.00;0.30
25.08.11;18:53;Bern - Zähringer;34360;5089;BROCCOLI          LOSE;0.304;0.00;1.40
25.08.11;18:53;Bern - Zähringer;34360;5089;KNOBLAUCH         ST S.;1.000;0.00;0.90
25.08.11;18:53;Bern - Zähringer;34360;5089;BIO MUNGOSPROSSEN AB 150G;1.000;0.00;1.35
25.08.11;18:53;Bern - Zähringer;34360;5089;M-CLAS KICHERERBSEN 250G;2.000;0.00;2.80
25.08.11;18:53;Bern - Zähringer;34360;5089;TOMATEN           LOSE;0.578;0.00;1.85
25.08.11;18:53;Bern - Zähringer;34360;5089;APF.GOLDEN TP     LOSE;0.207;0.00;0.60
25.08.11;18:53;Bern - Zähringer;34360;5089;INGWER            LOSE;0.063;0.00;0.50
25.08.11;18:53;Bern - Zähringer;34360;5089;BIR.GUYOT         LOSE;0.236;0.00;0.85
25.08.11;18:53;Bern - Zähringer;34360;5089;AUBERGINEN        AB H.;0.519;0.00;2.70
25.08.11;20:54;Bern - Zytglogge;36402;7458;SP-DA-BADEANZUG_36,schwar;1.000;34.95;34.95
25.08.11;21:02;Bern - Zytglogge;36402;7464;SPEEDO KICK;1.000;0.00;9.90
25.08.11;21:02;Bern - Zytglogge;36402;7464;ZEFAL BIDON 0.75_SCHWARZ;1.000;0.00;7.50
21.08.11;18:45;Bern - Christoffel;33115;9204;ZWETSCHGEN        LOSE;0.242;0.35;0.75
21.08.11;18:45;Bern - Christoffel;33115;9204;ZUCCHETTI         LOSE;0.257;0.00;0.90
21.08.11;18:45;Bern - Christoffel;33115;9204;AUBERGINEN        LOSE;0.212;0.00;1.10
21.08.11;18:45;Bern - Christoffel;33115;9204;ZUCKERMAIS        AB H.;0.594;0.00;3.15
21.08.11;18:45;Bern - Christoffel;33115;9204;KAROTTEN          LOSE;0.313;0.00;0.50
