Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
26.11.11;13:12;Bern - Freudenberg;34220;5407;SUBITO NUDELN FEIN 150G;1.000;0.00;2.00
26.11.11;13:12;Bern - Freudenberg;34220;5407;M-CLAS JOGH MOKKA 180G;1.000;0.00;0.55
26.11.11;13:12;Bern - Freudenberg;34220;5407;ADR RUEEBLISALAT     160G;1.000;0.00;2.30
26.11.11;11:50;Bern - Zähringer;34360;3370;REXONA DEO ROLL-ON MEN SP;1.000;0.00;4.45
26.11.11;11:50;Bern - Zähringer;34360;3370;REXONA DEO ROLL-ON COBALT;2.000;0.00;5.90
24.11.11;12:13;Bern - Bubenberg;34440;1112;M-CLAS ORANGENSAFT 1L BRI;2.000;0.00;2.30
24.11.11;12:13;Bern - Bubenberg;34440;1112;BECHER KLAR 1DL 30ER;1.000;0.00;2.60
24.11.11;12:13;Bern - Bubenberg;34440;1112;MANGO             ST S.;2.000;0.00;4.40
24.11.11;12:13;Bern - Bubenberg;34440;1112;VALFLORA VOLLR. UHT 2.5DL;1.000;0.00;1.60
24.11.11;12:13;Bern - Bubenberg;34440;1112;THAIK KOKOS-MILCH 500ML;2.000;0.00;7.80
24.11.11;12:13;Bern - Bubenberg;34440;1112;M-CLAS ORIGINARIO REIS;1.000;0.00;2.10
24.11.11;12:13;Bern - Bubenberg;34440;1112;SA-NR FRUECHTE;4.000;0.00;6.40
24.11.11;12:13;Bern - Bubenberg;34440;1112;VALFLORA RAHM UHT 1/2L;1.000;0.00;3.20
24.11.11;6:41;Zürich - Airport;150193;2538;OBI APFELSCHORLE 50CL;1.000;0.00;1.40
24.11.11;6:41;Zürich - Airport;150193;2538;APF.JAZZ I        LOSE;0.423;0.00;1.65
24.11.11;6:41;Zürich - Airport;150193;2538;APF.GOLDEN I      LOSE;0.197;0.00;0.65
24.11.11;6:41;Zürich - Airport;150193;2538;GRANDE CAFFE MACCHIATO;1.000;0.00;1.40
14.11.11;12:30;Bern - Marktgasse;34710;2813;GOLD MULTIVITAMIN 1L;1.000;0.00;1.80
14.11.11;12:30;Bern - Marktgasse;34710;2813;EXTRA HAGEBUTTENKONF.;1.000;0.00;2.70
14.11.11;12:30;Bern - Marktgasse;34710;2813;TS ADR M-DRINK PAST 1L;3.000;0.00;4.05
