Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
10.11.12;12:11;Bern - Zähringer;34360;6600;AUSTAUSCH-ZYLIND ZYLINDER;1.000;0.00;17.80
10.11.12;12:28;Bern - Zähringer;34360;7503;KOCHBUTTER 250G;1.000;0.00;2.85
10.11.12;12:28;Bern - Zähringer;34360;7503;M-CLAS ORANGENSAFT 1L BRI;2.000;0.00;2.30
10.11.12;12:28;Bern - Zähringer;34360;7503;M-CLAS OLIVENOEL 1L PET;1.000;0.00;5.60
10.11.12;12:28;Bern - Zähringer;34360;7503;CAN WHITE MICRO-CRYSTAL 7;1.000;0.00;3.90
10.11.12;12:28;Bern - Zähringer;34360;7503;BIO EIER CH 53G+ 6ER;1.000;0.00;4.65
10.11.12;12:28;Bern - Zähringer;34360;7503;ELMEX KARIESSCHUTZ ZP;1.000;0.00;3.95
10.11.12;12:28;Bern - Zähringer;34360;7503;MBUD 12ER TOILETTENPAPIER;2.000;0.00;7.40
10.11.12;12:28;Bern - Zähringer;34360;7503;AB ANANAS/BLUTORANGE 75CL;1.000;0.00;3.60
10.11.12;12:28;Bern - Zähringer;34360;7503;PONTI BALSA.DI MODENA50CL;1.000;0.00;4.40
10.11.12;12:28;Bern - Zähringer;34360;7503;FRISCHBACKHEFE        42G;1.000;0.00;0.25
10.11.12;12:28;Bern - Zähringer;34360;7503;MCLASS TAB 48 TABS;1.000;0.00;7.50
10.11.12;12:28;Bern - Zähringer;34360;7503;M-CLAS WEINESS.KRAEUT.1L;1.000;0.00;1.65
10.11.12;12:28;Bern - Zähringer;34360;7503;HANDY POWER CC LEMON TRIO;1.000;0.00;6.10
10.11.12;12:28;Bern - Zähringer;34360;7503;CAN FRESH-GEL 125ML;1.000;0.00;2.95
10.11.12;12:28;Bern - Zähringer;34360;7503;TS ADR M-DRINK PAST 1L;4.000;0.00;5.60
10.11.12;12:28;Bern - Zähringer;34360;7503;M-CLAS MULTIVITAM. 1L BRI;2.000;0.00;2.70
10.11.12;13:11;Bern - Freudenberg;35490;1625;Min. PET Marken 8.0% 3.50;2.000;0.00;7.00
10.11.12;13:11;Bern - Freudenberg;35490;1625;Gourmet Wähe süss;1.000;0.00;4.50
10.11.12;13:11;Bern - Freudenberg;35490;1625;CUMULUS Bon 5.-;-1.000;0.00;-5.00
10.11.12;13:11;Bern - Freudenberg;35490;1625;Viande/poisson s.garnit.;1.000;0.00;14.50
09.11.12;18:47;Bern - Zähringer;34360;7438;BIO AUBERGINE     AB H.;0.313;0.00;2.00
09.11.12;18:47;Bern - Zähringer;34360;7438;BIO KART.FESTK.   AB 1KG;1.000;0.00;2.90
09.11.12;18:47;Bern - Zähringer;34360;7438;ZWIEBELN GROSS    NZ 800G;1.000;0.00;1.70
09.11.12;18:47;Bern - Zähringer;34360;7438;KUERBIS GESCH.    AB H.;0.657;0.00;3.25
09.11.12;18:47;Bern - Zähringer;34360;7438;PEPERONI GEMISCHT AB 500G;1.000;0.00;2.10
06.11.12;18:23;Brugg - Neumarkt;34843;9354;BLEVITA SESAM 6PRT;1.000;0.00;3.35
06.11.12;18:23;Brugg - Neumarkt;34843;9354;M-CLAS EXTRA STRONG;1.000;0.00;2.70
06.11.12;18:23;Brugg - Neumarkt;34843;9354;BIO BLEVITA DINKEL 6PRT;1.000;0.00;3.75
06.11.12;18:23;Brugg - Neumarkt;34843;9354;COCA-COLA ZERO 50CL;1.000;0.00;1.20
06.11.12;18:23;Brugg - Neumarkt;34843;9354;APRIKOSENWAEHE       215G;1.000;0.00;2.90
05.11.12;18:26;Brugg - Neumarkt;34843;2792;EISBERGSALAT TP    BT S.;1.000;0.00;1.50
05.11.12;18:26;Brugg - Neumarkt;34843;2792;LEG JOGHURT DRINK APRIKOS;1.000;0.00;1.65
05.11.12;18:26;Brugg - Neumarkt;34843;2792;ADR EMMENSPITZ 250G;0.225;0.00;5.75
05.11.12;18:26;Brugg - Neumarkt;34843;2792;GRUYERE REZENT       250G;0.236;0.95;3.30
05.11.12;18:26;Brugg - Neumarkt;34843;2792;TS ADR M-DRINK PAST 1L;1.000;0.00;1.40
05.11.12;18:26;Brugg - Neumarkt;34843;2792;LEG JOGHURT DRINK BANANE;1.000;0.00;1.65
03.11.12;16:04;Bern - Zytglogge;36400;8920;TANNEN LEISTE 1.0M;8.000;0.00;16.80
31.10.12;11:58;Bern - Marktgasse;34710;5646;TOTAL SPRAY & WASH 500ML;1.000;0.00;5.90
31.10.12;11:58;Bern - Marktgasse;34710;5646;MCLASS JAVEL-WASSER NATUR;1.000;0.00;1.70
28.10.12;11:41;Bern - Bahnhof;34530;5237;BIO HAV KAFFEE GEMAH.250G;1.000;0.50;3.85
28.10.12;11:41;Bern - Bahnhof;34530;5237;KOCHBUTTER 250G;2.000;0.00;5.70
28.10.12;11:41;Bern - Bahnhof;34530;5237;KUCHENGLASUR DUNKEL 125G;1.000;0.00;1.70
28.10.12;11:41;Bern - Bahnhof;34530;5237;RACCARD KNOBLAUCH BLOCK;0.550;0.00;12.65
28.10.12;11:41;Bern - Bahnhof;34530;5237;KAND FRUECHTE GEHACKT100G;1.000;0.00;1.30
28.10.12;11:41;Bern - Bahnhof;34530;5237;PAL ZUCKER 555X1KG //;1.000;0.00;1.25
28.10.12;11:41;Bern - Bahnhof;34530;5237;M-CLAS KOCHSCHOKOLADE;3.000;0.00;4.05
28.10.12;11:41;Bern - Bahnhof;34530;5237;TS WEISSMEHL 10X1KG //;1.000;0.00;1.80
28.10.12;11:41;Bern - Bahnhof;34530;5237;EIER CH FL 63G+ 4ER;2.000;0.00;5.30
28.10.12;11:41;Bern - Bahnhof;34530;5237;RANDEN ROH        AB H.;0.738;0.00;3.10
28.10.12;11:41;Bern - Bahnhof;34530;5237;M-CLAS MANDELSCHEIBEN 200;1.000;0.00;3.40
28.10.12;11:41;Bern - Bahnhof;34530;5237;TS ADR M-DRINK PAST 1L;1.000;0.00;1.40
26.10.12;15:55;Bern - Eigerplatz;33640;8798;CONDY MAISKOELBCHEN 190G;1.000;0.00;2.80
26.10.12;15:55;Bern - Eigerplatz;33640;8798;TEUFLI ROT 150G GL;1.000;0.00;4.80
26.10.12;15:55;Bern - Eigerplatz;33640;8798;7UP REGULAR 1.5L;1.000;0.00;1.95
26.10.12;15:55;Bern - Eigerplatz;33640;8798;RACCARD PAPRIKA BLOCK;0.589;0.00;13.55
26.10.12;15:55;Bern - Eigerplatz;33640;8798;SQ ANANAS SCHEIBEN 140G;1.000;0.00;1.05
26.10.12;15:55;Bern - Eigerplatz;33640;8798;CHAMP.WEISS GROSS LOSE;0.171;0.00;2.05
26.10.12;15:55;Bern - Eigerplatz;33640;8798;KNOBLAUCHZ. KRAEUTER 130G;1.000;0.00;2.50
26.10.12;15:55;Bern - Eigerplatz;33640;8798;SCHWARZE SPA. OLIVEN 200G;1.000;0.00;2.15
