Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
31.07.11;12:49;Basel - Bahnhof SBB;23900;9386;ORANGINA ROT 1.5L;1.000;0.00;2.05
29.07.11;21:06;Zürich - Hauptbahnhof;150590;3261;Zunftbratwurst/Kleinbrot;1.000;0.00;6.00
26.07.11;8:42;Basel - Bahnhof SBB;23900;7163;SE BRANCHES CLASSIC 40ST;1.000;0.00;10.80
26.07.11;8:42;Basel - Bahnhof SBB;23900;7163;BIG LAUGENGIPFEL      90G;1.000;0.00;1.50
26.07.11;8:42;Basel - Bahnhof SBB;23900;7163;TROCKENFRUECHTE   LOSE;0.325;0.00;7.15
26.07.11;8:42;Basel - Bahnhof SBB;23900;7163;LEG JOGHURT DRINK HIMBEER;1.000;0.35;1.30
14.07.11;9:15;Dübendorf;150054;1056;CUM_10fach gesamtes Sorti;1.000;0.00;0.00
14.07.11;9:15;Dübendorf;150054;1056;PFEFFER SCHWARZ GEM 30G;1.000;0.00;0.95
14.07.11;9:15;Dübendorf;150054;1056;ZWIEBELN          NZ 1KG;1.000;0.00;2.40
14.07.11;9:15;Dübendorf;150054;1056;SALATMIX          BX S.;1.000;0.00;2.00
14.07.11;9:15;Dübendorf;150054;1056;ZUCCHETTI         LOSE;0.946;0.00;2.65
14.07.11;9:15;Dübendorf;150054;1056;CREME FRAICHE KRAEUTER;1.000;0.60;2.10
14.07.11;9:15;Dübendorf;150054;1056;MB MISCHSALAT        500G;4.000;0.00;15.60
14.07.11;9:15;Dübendorf;150054;1056;TS HB BAGUETTE       350G;4.000;0.00;9.60
14.07.11;9:15;Dübendorf;150054;1056;ZUCKERMAIS        AB H.;1.474;0.00;8.55
14.07.11;9:15;Dübendorf;150054;1056;ALU-SCHALEN 27 X 19 CM;1.000;0.00;4.95
14.07.11;9:15;Dübendorf;150054;1056;CHAMP.WEISS GROSS LOSE;0.595;0.00;6.25
14.07.11;9:15;Dübendorf;150054;1056;ZUCCHETTI GELB    LOSE;0.513;0.00;2.00
14.07.11;9:15;Dübendorf;150054;1056;M-BUDGET SERVIETTEN 33X33;1.000;0.00;0.90
14.07.11;9:15;Dübendorf;150054;1056;MB TOM.CHERRY     AB 250G;4.000;0.00;6.00
14.07.11;9:15;Dübendorf;150054;1056;Grillspiesse Bambus 100 S;1.000;0.00;1.95
14.07.11;9:15;Dübendorf;150054;1056;HALLOUMI GRILLKAESE 250G;4.000;0.00;20.80
14.07.11;9:15;Dübendorf;150054;1056;AB SALATS. BALSAM/BASI7DL;1.000;0.00;4.00
14.07.11;9:15;Dübendorf;150054;1056;KASSENTRAGTASCHEN;4.000;0.00;1.20
14.07.11;9:15;Dübendorf;150054;1056;PEPERONI GEMISCHT AB 500G;3.000;0.00;7.80
14.07.11;9:15;Dübendorf;150054;1056;MB JOGHURT NATUR 500G;1.000;0.00;0.85
14.07.11;9:15;Dübendorf;150054;1056;MC GABELN WEISS 45 STK. P;1.000;0.00;2.40
14.07.11;9:15;Dübendorf;150054;1056;AB SALATSAUCE FRENCH  7DL;1.000;0.00;3.30
14.07.11;16:04;Zürich - Airport;150193;3448;M-BUD ENERGY DRINK 25CL;1.000;0.00;0.65
14.07.11;16:04;Zürich - Airport;150193;3448;FUN VANILLE CORNET 1ST;1.000;0.00;1.50
11.07.11;21:53;Basel - Bahnhof SBB;25340;7757;Deli Fleischkaese;1.000;0.00;3.30
09.07.11;13:05;Zürich - Höschgasse;150116;643;M-BUD APFELSCHORLE 1.5L;1.000;0.00;1.60
08.07.11;21:42;Zürich - Hauptbahnhof;150590;8628;Zunftbratwurst/Kleinbrot;2.000;0.00;10.00
05.07.11;21:20;Zürich - Hauptbahnhof;150590;5139;Zunftbratwurst/Kleinbrot;1.000;0.00;5.00
04.07.11;18:55;Basel - Bahnhof SBB;25340;8959;Dänischer Plunder;1.000;0.00;2.30
