Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
31.03.11;12:16;Zürich - Puls 5;150132;2006;Hot-Sandwich 6.90;1.000;0.00;6.90
31.03.11;12:16;Zürich - Puls 5;150132;2006;ICE TEA LOTUSBL. 50CL P;1.000;0.00;0.95
25.03.11;16:38;Zürich - Airport;150193;8409;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
25.03.11;16:38;Zürich - Airport;150193;8409;SE M-CLAS GIANOVA EILI 1K;1.000;0.00;9.50
25.03.11;16:38;Zürich - Airport;150193;8409;M-BUD MILCH 100G;1.000;0.00;0.45
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;KOCHBUTTER 250G;1.000;0.00;2.85
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;REDDY BIRCHERM.ORIG.800G;1.000;0.00;4.90
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;ADR BEBBIBROT DUNKEL 500G;1.000;0.00;2.80
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;MB JOGHURT KIRSCHEN 750G;1.000;0.00;1.35
19.03.11;19:52;Basel - Bahnhof SBB;23900;3656;BIO MILCH PAST TETRA   1L;1.000;0.00;1.60
16.03.11;18:47;Zürich - Hauptbahnhof;150590;7275;Div. Strudel Vegetarisch;1.000;0.00;3.40
15.03.11;6:54;Basel - Bahnhof SBB;25340;4523;Hefeschnecken;1.000;0.00;2.20
11.03.11;16:11;Basel - Bahnhof SBB;25340;1787;Combo Special;1.000;0.00;6.20
10.03.11;12:41;Zürich - Hauptbahnhof;150184;3035;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
10.03.11;12:41;Zürich - Hauptbahnhof;150184;3035;BIG LAUGENGIPFEL      90G;1.000;0.00;1.30
01.03.11;13:14;Basel - Bahnhof SBB;23900;1132;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
01.03.11;13:14;Basel - Bahnhof SBB;23900;1132;EISBERGSALAT TP    BT S.;1.000;0.50;1.00
01.03.11;13:14;Basel - Bahnhof SBB;23900;1132;RIVELLA GRUEN 1.5L;1.000;0.00;2.25
01.03.11;13:14;Basel - Bahnhof SBB;23900;1132;OP GEFLUEGELLYONER  MIDI;0.163;0.50;1.95
01.03.11;13:14;Basel - Bahnhof SBB;23900;1132;ADR BUERLI           150G;1.000;0.00;1.50
28.02.11;8:19;Basel - Bahnhof SBB;23900;1755;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
28.02.11;8:19;Basel - Bahnhof SBB;23900;1755;BIG LAUGENGIPFEL      90G;1.000;0.00;1.50
