Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
01.07.11;19:18;Basel - Bahnhof SBB;25340;3870;Deli Fleischkaese;1.000;0.00;3.30
26.06.11;16:15;Basel - Bahnhof SBB;23900;9773;BUTTERMILCH ERDBEER 500ML;2.000;0.00;2.10
26.06.11;16:15;Basel - Bahnhof SBB;23900;9773;FLEISCHTOMATEN    LOSE;1.125;0.00;4.95
26.06.11;16:15;Basel - Bahnhof SBB;23900;9773;ZWIEBELN ROT      NZ 500G;1.000;0.00;1.60
26.06.11;16:15;Basel - Bahnhof SBB;23900;9773;SILBERZWIEBELN    BD S.;1.000;0.90;1.20
23.06.11;20:15;Basel - Bahnhof SBB;23900;2224;PEPERONI GEMISCHT LOSE;0.113;0.00;0.60
23.06.11;20:15;Basel - Bahnhof SBB;23900;2224;ADR BEBBIBROT DUNKEL 500G;1.000;0.00;2.80
23.06.11;20:15;Basel - Bahnhof SBB;23900;2224;TROCKENFRUECHTE   LOSE;0.223;0.00;4.90
23.06.11;20:15;Basel - Bahnhof SBB;23900;2224;KART.FESTK.N.ERN. LOSE;0.536;0.00;1.50
23.06.11;20:15;Basel - Bahnhof SBB;23900;2224;MOZZARELLA ALFREDO 150G;2.000;0.00;3.20
20.06.11;10:51;Zürich - Hauptbahnhof;150590;4021;Zwetschgentasche;1.000;0.00;2.80
17.06.11;16:03;Zürich - Airport;150193;548;M-BUD DRAGEES MIX 850G;1.000;0.00;6.70
17.06.11;16:03;Zürich - Airport;150193;548;AB SMOOTHIE R.BEEREN 25CL;1.000;0.00;1.90
17.06.11;16:03;Zürich - Airport;150193;548;BIO MAX HAV MILCH 100G;2.000;0.80;2.80
17.06.11;16:03;Zürich - Airport;150193;548;BIO MAX HAV CRANBERRY-NOI;2.000;0.80;3.20
17.06.11;16:03;Zürich - Airport;150193;548;BIO MAX HAV CREMANT 100G;2.000;0.80;2.80
17.06.11;16:03;Zürich - Airport;150193;548;SE NUSSROLLEN DUO  2/440G;1.000;0.00;3.20
07.06.11;20:46;Zürich - Hauptbahnhof;150590;3282;Zunftbratwurst/Kleinbrot;1.000;0.00;6.00
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;SCAMORZA SPIZZICO AFFUMIC;1.000;0.70;4.10
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;JOWA-BUERLI          100G;2.000;0.00;1.60
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;QUIZMANIA KOMPAKTSPIEL_DE;1.000;0.00;9.80
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;M-CLAS AUFSCHNITT    MIDI;0.164;0.00;2.70
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;APROZ MEDIUM 1.5L;1.000;0.00;0.95
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;M-BUD MILCH 100G;1.000;0.00;0.45
01.06.11;18:41;Zürich - Hauptbahnhof;150184;6422;KOPFSALAT         ST S.;1.000;0.00;0.90
