Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
05.09.11;7:55;Basel - Bahnhof SBB;25340;9563;Früchteplunder;1.000;0.00;2.50
02.09.11;9:27;Basel - Bahnhof SBB;25340;51;Früchteplunder;1.000;0.00;2.50
01.09.11;8:01;Dübendorf;150054;9343;KOCHBUTTER 250G;1.000;0.00;2.95
01.09.11;8:01;Dübendorf;150054;9343;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
01.09.11;8:01;Dübendorf;150054;9343;BIG PARISER GIPFEL    90G;1.000;0.00;1.25
01.09.11;8:04;Dübendorf;150054;5700;MB ROSEN 15ER HARLEKINO;1.000;0.00;5.00
31.08.11;10:37;Zürich - Hauptbahnhof;150590;1;Zwetschgentasche;1.000;0.00;2.80
26.08.11;18:06;Zürich - Airport;150193;8101;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
26.08.11;18:06;Zürich - Airport;150193;8101;BO KAESE-SCHI-STRUDEL 90G;1.000;0.00;2.90
25.08.11;20:22;Basel - Bahnhof SBB;23900;6845;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
25.08.11;20:22;Basel - Bahnhof SBB;23900;6845;TROCKENFRUECHTE   LOSE;0.359;0.00;7.90
25.08.11;20:22;Basel - Bahnhof SBB;23900;6845;RISPENTOMATEN     LOSE;0.478;0.95;1.10
24.08.11;20:06;Zürich - Hauptbahnhof;150590;5229;Div. Strudel Fleisch;1.000;0.00;3.60
23.08.11;18:43;Zürich - Hauptbahnhof;150184;538;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
23.08.11;18:43;Zürich - Hauptbahnhof;150184;538;BIG LAUGENGIPFEL      90G;2.000;0.00;2.60
17.08.11;21:27;Zürich - Hauptbahnhof;150590;490;Coquerli im Blaetterteig;1.000;0.00;3.20
