Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
05.05.11;6:24;Basel - Bahnhof SBB;23900;5763;LEG JOGHURT DRINK APRIKOS;1.000;0.00;1.65
03.05.11;6:54;Basel - Bahnhof SBB;23900;2548;LEG JOGHURT DRINK APRIKOS;1.000;0.00;1.65
28.04.11;7:15;Basel - Bahnhof SBB;23900;8796;LEG JOGHURT DRINK HIMBEER;1.000;0.00;1.65
28.04.11;19:37;Zürich - Airport;150193;6142;SUPREME CREMA CATALANA;1.000;0.00;2.50
28.04.11;19:37;Zürich - Airport;150193;6142;M-BUD ENERGY DRINK 25CL;1.000;0.00;0.65
28.04.11;19:37;Zürich - Airport;150193;6142;SUPREME WHITE LEMON&LIME;2.000;0.00;5.00
28.04.11;19:37;Zürich - Airport;150193;6142;SE MAHONY SWEET AIR 3X70G;3.000;0.00;10.05
28.04.11;19:37;Zürich - Airport;150193;6142;SE NAPS PARTYBOX ASS.390G;1.000;0.00;7.90
20.04.11;21:14;Basel - Bahnhof SBB;23900;8951;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
20.04.11;21:14;Basel - Bahnhof SBB;23900;8951;APROZ MEDIUM 1.5L;1.000;0.00;0.95
20.04.11;21:19;Basel - Bahnhof SBB;23900;8016;HASE GROSS DUNKEL 280G;1.000;0.00;3.30
20.04.11;21:19;Basel - Bahnhof SBB;23900;8016;HASE WEISS CROQUANT 310G;1.000;0.00;7.50
20.04.11;21:19;Basel - Bahnhof SBB;23900;8016;HASE GROSS 280G;1.000;0.00;3.30
12.04.11;17:42;Basel - Bahnhof SBB;25340;377;Wurstw. 100g HB;1.000;0.00;2.60
08.04.11;7:18;Basel - Bahnhof SBB;23900;4164;AHA JOGHU DRI APFEL BIRNE;1.000;0.45;1.75
08.04.11;17:48;Basel - Bahnhof SBB;23900;6737;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
01.04.11;6:20;Basel - Bahnhof SBB;23900;1886;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
