Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
18.11.11;8:26;Basel - Bahnhof SBB;25340;3102;Schoggigipfel St. ALT!;1.000;0.00;2.30
17.11.11;7:20;Basel - Bahnhof SBB;25340;1887;Schoggigipfel St. ALT!;2.000;0.00;4.60
17.11.11;21:36;Basel - Bahnhof SBB;25340;4984;Schinkengipfel;1.000;0.00;2.50
16.11.11;8:41;Dübendorf;150054;1938;BUTTERGIPFEL          45G;15.000;0.00;12.75
16.11.11;8:41;Dübendorf;150054;1938;CUMULUS Bon 5.-;-3.000;0.00;-15.00
16.11.11;8:41;Dübendorf;150054;1938;HB BUTTERGIPFEL BRANCHE;1.000;0.00;1.70
16.11.11;8:41;Dübendorf;150054;1938;AB SMOOTHIE R.BEEREN 25CL;1.000;0.00;1.90
16.11.11;8:41;Dübendorf;150054;1938;HB RUSTICA GIPFEL     50G;10.000;0.00;8.50
12.10.11;16:05;Zürich - Airport;150193;1215;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
12.10.11;16:05;Zürich - Airport;150193;1215;SE TDENT LEMON MYST. DUO;1.000;0.00;6.55
06.10.11;16:32;Zürich - Airport;150193;6983;AHA JOGHU DRI APFEL BIRNE;1.000;0.45;1.75
06.10.11;16:32;Zürich - Airport;150193;6983;SE MILCH EXTRA 3X100G;1.000;0.00;3.20
06.10.11;16:32;Zürich - Airport;150193;6983;SE GIANDOR 3X100G;1.000;0.00;3.40
06.10.11;16:32;Zürich - Airport;150193;6983;SE NOIR SPECIAL 3X100G;1.000;0.00;3.40
