Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
25.01.12;9:00;Basel - Bahnhof SBB;25340;5941;Berlinerbretzel 90g;1.000;0.50;1.70
20.01.12;19:51;Rapperswil - Zentrum;150188;5518;LEG JOGHURT DRINK APRIKOS;1.000;0.35;1.30
18.01.12;17:47;Zürich - Hauptbahnhof;150184;7513;LEG JOGHURT DRINK HIMBEER;1.000;0.35;1.30
29.12.11;19:48;Bern - Bahnhof;35780;1986;Focaccia  Fatair/Fonduest;1.000;0.00;5.90
29.12.11;12:15;Dübendorf;150551;2106;PET 5dl Fremdmarke;1.000;0.00;3.70
29.12.11;12:15;Dübendorf;150551;2106;Gericht auf Teller;1.000;0.00;10.50
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;BUTTERMILCH ERDBEER 500ML;1.000;0.00;1.05
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;NOIR SPECIAL 72% 100G;2.000;0.00;3.40
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;M-BUD ENERGY DRINK 25CL;1.000;0.00;0.65
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;KAROTTEN          LOSE;0.375;0.00;0.60
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;LES DELICES RUBUBA 100G;2.000;0.00;3.40
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;LES DELICES MANDOMIEL;2.000;0.00;3.20
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;M-CLAS AUFSCHNITT    MIDI;0.173;0.00;2.85
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;LES DEL.GAUFRETTE PRALINE;2.000;0.00;3.80
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;TS KRUSTENKRANZ      300G;1.000;0.00;2.00
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;LES DELICES JAPONAIS 100G;2.000;0.00;3.20
23.12.11;10:20;Zürich - Hauptbahnhof;150184;8623;BIO ICE TEA ALPENKR.1L;1.000;0.00;1.25
22.12.11;21:26;Basel - Bahnhof SBB;23900;7829;PANETTONE O.KAND.FRUECHTE;2.000;0.00;10.40
22.12.11;21:26;Basel - Bahnhof SBB;23900;7829;PANETTONE BEUTEL     500G;1.000;0.00;5.50
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;LES DELICES BLANC CROQUAN;1.000;0.00;1.60
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;M-CLAS BLANQUITA 100G;1.000;0.00;1.05
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;GIANDOR WEISS 100G;1.000;0.00;1.70
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;BASLER-LECKERLI       1KG;3.000;0.00;30.00
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;NOXANA BLANCA 100G;1.000;0.00;1.70
22.12.11;21:31;Basel - Bahnhof SBB;23900;1905;TOURIST BLANCA 100G;1.000;0.00;1.70
22.12.11;21:33;Basel - Bahnhof SBB;25340;7668;Broetli Preiskat III;1.000;0.00;3.90
08.12.11;16:09;Zürich - Airport;150193;6642;LES ADORABLES TRUFFES NOI;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;NOIR SPECIAL 72% 100G;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;MILCH-NUSS 100G;2.000;0.60;2.20
08.12.11;16:09;Zürich - Airport;150193;6642;M-BUD ENERGY DRINK 25CL;2.000;0.00;1.30
08.12.11;16:09;Zürich - Airport;150193;6642;LES ADORABLES TRUFFES;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;SKAI MANGO FIRE 20G BTL;1.000;0.00;1.20
08.12.11;16:09;Zürich - Airport;150193;6642;LES ADORABLES PISTACHE;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;LES ADORABLES MOCCA GEF.;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;GIANDOR 100G;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;KASSENTRAGTASCHEN;1.000;0.00;0.30
08.12.11;16:09;Zürich - Airport;150193;6642;LES ADORABLES CARAMEL;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;MILCH EXTRA 100G;2.000;0.60;2.60
08.12.11;16:09;Zürich - Airport;150193;6642;TOURIST MILCH 100G;2.000;0.60;2.80
08.12.11;16:09;Zürich - Airport;150193;6642;KOMBUCHA CRANBERRY 50CL;1.000;0.00;1.70
08.12.11;16:09;Zürich - Airport;150193;6642;M-CLAS CHOCOLATA 100G;2.000;0.60;0.80
