Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
22.11.12;12:28;Winterthur - Obertor;93120;6406;MB FLEISCHKAESE      MIDI;0.219;0.00;2.40
22.11.12;12:28;Winterthur - Obertor;93120;6406;MB FRISCHK. KRAEUTER 150G;1.000;0.00;1.10
22.11.12;12:28;Winterthur - Obertor;93120;6406;TS KRUSTENKRANZ      300G;1.000;0.00;2.00
24.10.12;10:00;Online Shop Melectronics;2022499;8081;Samsung UE-40ES6100;1.000;0.00;555.00
24.10.12;10:00;Online Shop Melectronics;2022499;8081;HEIMLIEFERUNG TV GROSS;1.000;0.00;0.00
24.10.12;10:00;Online Shop Melectronics;2022499;8081;Crumpler Quick Escape Sli;1.000;0.00;79.90
22.10.12;14:08;Zürich - Schmiede Wiedikon;150120;5572;MH SPRAYROSEN 10ER;1.000;2.00;10.80
21.10.12;16:30;Zürich - Hauptbahnhof;150590;1908;Sandwich Combo;1.000;0.00;6.90
19.10.12;8:48;Zürich - Puls 5;150132;5719;Branches Gipfel;3.000;0.00;8.10
19.10.12;8:48;Zürich - Puls 5;150132;5719;BO RUSTICA GIPFEL     47G;2.000;0.00;1.70
19.10.12;8:48;Zürich - Puls 5;150132;5719;BO BIG LAUGENGIPFEL   90G;2.000;0.00;2.60
19.10.12;8:48;Zürich - Puls 5;150132;5719;BO BIG PARISERGIPFEL  90G;2.000;0.00;2.50
