Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Rabatt;Umsatz
22.09.12;8:07;Bern - Bahnhof;34530;5963;M-BUD ENERGY DRINK 25CL;1.000;0.00;0.65
22.09.12;8:07;Bern - Bahnhof;34530;5963;M-BUD M. CO2 1.5L;1.000;0.00;0.25
22.09.12;8:07;Bern - Bahnhof;34530;5963;BO BUTTERGIPF BRANCHE 85G;1.000;0.00;1.70
22.09.12;8:07;Bern - Bahnhof;34530;5963;BIFIDUS JOG.DRINK MANGO;1.000;0.00;1.95
22.09.12;8:07;Bern - Bahnhof;34530;5963;BO BUTTERGIPFEL       45G;1.000;0.00;0.85
18.09.12;12:38;Rapperswil - Zentrum;150554;2464;Menu klein;1.000;0.00;7.50
17.09.12;8:22;Rapperswil - Zentrum;150188;2691;BO ZWETSCHGENTASCHE  110G;1.000;0.00;1.80
17.09.12;8:22;Rapperswil - Zentrum;150188;2691;TR.RED GLOBE      LOSE;1.500;3.15;3.60
14.09.12;18:28;Zürich - Limmatplatz;150018;4973;TOMATEN           LOSE;0.813;0.00;2.60
14.09.12;18:30;Zürich - Limmatplatz;150475;9043;iPhone 4S 16GB_white;1.000;0.00;699.00
14.09.12;18:30;Zürich - Limmatplatz;150475;9043;Abo MBM iPhone 4_MBUDGET;-1.000;0.00;-600.00
14.09.12;18:30;Zürich - Limmatplatz;150475;9043;M-Budget Mobile Abonnemen;1.000;0.00;40.00
12.09.12;8:39;Rapperswil - Zentrum;150188;7497;TR.RED GLOBE      LOSE;0.979;2.05;2.35
12.09.12;8:39;Rapperswil - Zentrum;150188;7497;BO NUSSSTANGE        100G;1.000;0.00;1.50
11.09.12;14:53;Rapperswil - Zentrum;150188;6911;M-BUD MEGA STICK VAN. 8ER;1.000;0.00;3.85
11.09.12;14:53;Rapperswil - Zentrum;150188;6911;SCHOKOLADE 12ST 684ML;1.000;0.00;7.20
31.08.12;20:20;Zürich - Airport;150193;5032;LES ADORABLES TRUFFES;2.000;0.00;3.40
31.08.12;20:20;Zürich - Airport;150193;5032;M-BUD SCHOKOLADE GEF 100G;2.000;0.00;1.60
31.08.12;20:20;Zürich - Airport;150193;5032;PRALINOR 100G;2.000;0.00;3.40
31.08.12;20:20;Zürich - Airport;150193;5032;125 J MILCH EXTRA 100G;2.000;0.00;3.20
31.08.12;20:20;Zürich - Airport;150193;5032;LES DELICES MANDOMIEL;2.000;0.00;3.20
31.08.12;20:20;Zürich - Airport;150193;5032;LES ADORABLES CARAMEL;2.000;0.00;3.40
31.08.12;20:20;Zürich - Airport;150193;5032;TOURIST BLANCA 100G;2.000;0.00;3.40
31.08.12;20:20;Zürich - Airport;150193;5032;FRIONE POWER MALT 100G;2.000;0.00;3.40
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;MB R-HACKFEISCH 700G;0.500;0.00;5.45
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;MB PIZZA / GRATIN 400G;1.000;0.00;4.00
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;MB JOGHURT KIRSCHE 500G;1.000;0.00;0.95
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;AVOCADOS          ST S.;2.000;1.00;2.00
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;BIO MILCH PAST TETRA   1L;1.000;0.00;1.70
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;MB BUTTER 250G;1.000;0.00;2.60
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;BIO JOGHURT BIRCHER. 500G;1.000;0.00;1.90
28.08.12;19:58;Zürich - Limmatplatz;150018;7018;M-CLAS EIER CH BH 53+ 6ER;1.000;0.00;2.50
21.08.12;10:08;Rapperswil - Zentrum;150188;1433;TR.VITTORIA       LOSE;0.977;1.05;2.15
